pl_name,rastr,decstr,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2,sy_distlim,ml_dists,ml_distserr1,ml_distserr2,ml_distslim,ml_tsepmin,ml_tsepminerr1,ml_tsepminerr2,ml_tsepminlim,ml_sepminnorm,ml_sepminnormerr1,ml_sepminnormerr2,ml_sepminnormlim,ml_xtimeein,ml_xtimeeinerr1,ml_xtimeeinerr2,ml_xtimeeinlim,ml_radsnorm,ml_radsnormerr1,ml_radsnormerr2,ml_radsnormlim,ml_sepinsnorp,ml_sepinsnorperr1,ml_sepinsnorperr2,ml_sepinsnorplim,ml_massratio,ml_massratioerr1,ml_massratioerr2,ml_massratiolim,ml_angstlax,ml_angstlaxerr1,ml_angstlaxerr2,ml_angstlaxlim,ml_magis,ml_magiserr1,ml_magiserr2,ml_magislim,ml_magibl,ml_magiblerr1,ml_magiblerr2,ml_magibllim,ml_radeinang,ml_radeinangerr1,ml_radeinangerr2,ml_radeinanglim,ml_pmrells,ml_pmrellserr1,ml_pmrellserr2,ml_pmrellslim,ml_modeldef
MOA-2011-BLG-262L b,18h00m23.48s,-31d14m42.93s,,,,0,,,,0,,,,0,,,,,,,,,,,,,2455739.131,0.00030000000000000003,-0.00030000000000000003,0.0,0.01463,0.00057,-0.00057,0.0,3.855,0.013000000000000001,-0.013000000000000001,0.0,,,,,1.0966,0.0038,-0.0038,0.0,4.43,0.25,-0.25,0.0,1.8115,0.006,-0.006,0.0,19.937,0.041,-0.041,0.0,,,,,,,,,,,,,0
MOA-2010-BLG-353L b,18h05m12.94s,-27d17m35.64s,73.0,130.0,-41.0,0,0.23,0.42,-0.13,0,1.85,0.63,-0.51,0,0.16,0.28,-0.09,0.0,7170.0,870.0,-1120.0,0.0,9000.0,750.0,-750.0,0.0,2455381.24,0.060000000000000005,-0.060000000000000005,0.0,-0.79,0.08,-0.08,0.0,11.3,0.7000000000000001,-0.7000000000000001,0.0,21.0,9.0,-9.0,0.0,1.45,0.060000000000000005,-0.060000000000000005,0.0,14.0,4.0,-4.0,0.0,4.17,0.02,-0.02,0.0,17.73,0.3,-0.3,0.0,,,,,0.187,0.089,-0.089,0.0,,,,,0
OGLE-2012-BLG-0950L b,18h08m04.62s,-29d43m53.7s,25.0,5.0,-5.0,0,0.079,0.02,-0.02,0,2.2,0.1,-0.3,0,0.38,0.030000000000000002,-0.08,0.0,4200.0,400.0,-900.0,0.0,,,,,2456151.48,0.030000000000000002,-0.030000000000000002,0.0,-0.1,0.003,-0.003,0.0,68.5,1.6,-1.6,0.0,3.0,,,1.0,0.893,0.006,-0.006,0.0,1.9,0.5,-0.2,0.0,1.195,0.004,-0.007,0.0,19.3,0.030000000000000002,-0.030000000000000002,0.0,,,,,0.6,0.08,-0.04,0.0,3.2,0.4,-0.2,0.0,0
OGLE-2016-BLG-1195L b,17h55m23.5s,-30d12m26.1s,1.43,0.45,-0.32,0,0.0045000000000000005,0.0014,-0.001,0,1.16,0.16,-0.13,0,0.078,0.016,-0.012,0.0,3910.0,420.0,-460.0,0.0,,,,,2457568.7695,0.0013,-0.0013,0.0,-0.05321,0.00075,-0.00075,0.0,9.95,0.11,-0.11,0.0,2.85,0.35000000000000003,-0.42,0.0,1.0861,0.0081,-0.0076,0.0,0.5680000000000001,0.083,-0.073,0.0,-0.9688,0.0022,-0.0022,0.0,18.99,0.02,-0.02,0.0,,,,,0.28600000000000003,0.053,-0.038,0.0,8.7,1.6,-1.2,0.0,0
OGLE-2016-BLG-0613L AB b,17h57m02.50s,-28d06m58.2s,874.0,690.0,-474.0,0,2.75,2.17,-1.49,0,3.15,1.32,-1.18,0,0.81,0.64,-0.44,0.0,3210.0,1350.0,-1200.0,0.0,,,,,2457494.177,0.017,-0.017,0.0,0.022000000000000002,0.001,-0.001,0.0,71.9,0.5700000000000001,-0.5700000000000001,0.0,0.23,0.02,-0.02,0.0,0.872,0.005,-0.005,0.0,32.4,1.8,-1.8,0.0,5.35,0.004,-0.004,0.0,22.9,0.02,-0.02,0.0,19.51,,,0.0,1.15,0.22,-0.22,0.0,5.86,1.1400000000000001,-1.1400000000000001,0.0,0
OGLE-2017-BLG-0173L b,17h51m52.95s,-29d16m16.9s,8.95,10.626,-5.585,0,0.02816,0.03343,-0.01757,0,3.727,1.478,-1.553,0,0.396,0.386,-0.229,0.0,4800.0,1463.0,-1793.0,0.0,,,,,2457838.011,0.059000000000000004,-0.059000000000000004,0.0,0.768,0.028,-0.028,0.0,32.93,0.846,-0.846,0.0,9.15,0.331,-0.331,0.0,1.465,0.019,-0.019,0.0,0.6788,0.0729,-0.0729,0.0,1.324,0.003,-0.003,0.0,,,,,,,,,0.53,0.030000000000000002,-0.030000000000000002,0.0,5.9,0.3,-0.3,0.0,0
OGLE-2013-BLG-1761L b,17h53m38.28s,-28d53m42.98s,860.0,790.0,-480.0,0,2.7,2.5,-1.5,0,1.8,0.5,-0.5,0,0.33,0.32,-0.19,0.0,6900.0,1000.0,-1200.0,0.0,,,,,2456565.24,0.065,-0.065,0.0,0.0886,0.0041,-0.0041,0.0,38.7,1.2,-1.2,0.0,6.5,2.8,-2.8,0.0,1.178,0.026000000000000002,-0.026000000000000002,0.0,81.0,26.0,-26.0,0.0,1.2570000000000001,0.024,-0.024,0.0,19.42,0.05,-0.05,0.0,,,,,0.225,0.101,-0.101,0.0,2.12,0.9500000000000001,-0.9500000000000001,0.0,0
MOA-2015-BLG-337L b,18h07m47.69s,-28d10m13.00s,5720.0,9570.0,-3370.0,0,18.0,30.1,-10.6,0,0.19,0.07,-0.060000000000000005,0,0.0729,0.1221,-0.0431,0.0,6300.0,1200.0,-1300.0,0.0,,,,,2457214.912,0.0021,-0.0021,0.0,0.0458,0.0012000000000000001,-0.0012000000000000001,0.0,5.496,0.095,-0.095,0.0,18.3,,,1.0,0.263,0.011000000000000001,-0.011000000000000001,0.0,1780.0,230.0,-230.0,0.0,2.5359,0.0078000000000000005,-0.0078000000000000005,0.0,19.682,0.012,-0.012,0.0,,,,,0.034,,,-1.0,2.26,,,-1.0,0
KMT-2017-BLG-1038L b,17h44m41.02s,-25d08m34.91s,760.0,570.0,-440.0,0,2.4,1.8,-1.4,0,1.9,0.6,-0.6,0,0.43,0.32,-0.25,0.0,6100.0,1200.0,-1600.0,0.0,,,,,2457992.829,0.08800000000000001,-0.07100000000000001,0.0,0.17200000000000001,0.007,-0.006,0.0,21.9,0.7000000000000001,-0.6,0.0,4.0,,,1.0,0.851,0.003,-0.003,0.0,53.0,2.0,-4.0,0.0,5.396,0.018000000000000002,0.019,0.0,,,,,,,,,,,,,6.3,2.3,-1.9,0.0,0
OGLE-2018-BLG-0596L b,17h56m13.33s,-29d11m56.7s,1.3,0.16,-0.16,0,0.00409,0.0005,-0.0005,0,3.02,0.39,-0.39,0,0.196,0.021,-0.021,0.0,6110.0,790.0,-790.0,0.0,8670.0,1330.0,-1330.0,0.0,2458277.13,0.014,-0.014,0.0,-0.28500000000000003,0.005,-0.005,0.0,28.894,0.105,-0.105,0.0,15.72,0.59,-0.59,0.0,1.788,0.016,-0.016,0.0,0.188,0.019,-0.019,0.0,-2.9210000000000003,0.016,-0.016,0.0,17.19,0.01,-0.01,0.0,,,,,0.276,0.028,-0.028,0.0,3.49,0.35000000000000003,-0.35000000000000003,0.0,0
OGLE-2018-BLG-1011L b,17h56m03.36s,-29d04m58.4s,570.0,1100.0,-350.0,0,1.8,3.4,-1.1,0,1.8,2.1,-1.5,0,0.18,0.33,-0.1,0.0,7100.0,1100.0,-1500.0,0.0,8000.0,,,0.0,2458284.801,0.005,-0.005,0.0,0.053,0.001,-0.001,0.0,12.42,0.15,-0.15,0.0,12.13,0.71,-0.71,0.0,1.2810000000000001,0.009000000000000001,-0.009000000000000001,0.0,98.4,2.6,-2.6,0.0,4.36,0.008,-0.008,0.0,19.93,0.01,-0.01,0.0,19.04,0.01,-0.01,0.0,0.09,0.01,-0.01,0.0,2.81,0.22,-0.22,0.0,1
KMT-2016-BLG-0212L b,17h53m45.42s,-29d05m12.80s,6.3,8.3,-4.0,0,0.02,0.026000000000000002,-0.013000000000000001,0,5.5,1.9,-1.8,0,0.39,0.38,-0.22,0.0,6000.0,1300.0,-1700.0,0.0,,,,,2457465.316,0.192,-0.192,0.0,0.615,0.02,-0.02,0.0,17.764,0.47600000000000003,-0.47600000000000003,0.0,1.3780000000000001,0.278,-0.278,0.0,1.427,0.014,-0.014,0.0,0.49,0.079,-0.079,0.0,1.004,0.0145,-0.0145,0.0,19.6,0.060000000000000005,-0.060000000000000005,0.0,,,,,0.64,0.21,-0.21,0.0,13.2,4.3,-4.3,0.0,0
KMT-2018-BLG-1990L b,17h53m44.49s,-22d09m09.14s,293.0,233.0,-130.0,0,0.923,0.734,-0.40900000000000003,0,1.521,0.753,-0.555,0,0.23500000000000001,0.187,-0.10400000000000001,0.0,1735.0,889.0,-651.0,0.0,,,,,2458230.449,0.024,-0.024,0.0,0.04,0.002,-0.002,0.0,46.484,1.945,-1.945,0.0,1.187,0.162,-0.162,0.0,0.963,0.003,-0.003,0.0,37.48,2.5300000000000002,-2.5300000000000002,0.0,2.584,0.018000000000000002,-0.018000000000000002,0.0,19.36,0.05,-0.05,0.0,,,,,,,,,,,,,0
OGLE-2013-BLG-0911L b,17h55m31.98s,-29d15m13.8s,,,,0,,,,0,,,,0,,,,,,,,,8000.0,2000.0,-2000.0,0.0,2456537.3127,0.0005,-0.0005,0.0,-0.00462,4.1e-05,-4.2e-05,0.0,98.121,0.858,-0.9580000000000001,0.0,1.1360000000000001,0.09,-0.14400000000000002,0.0,0.15,0.002,-0.002,0.0,306.6,9.0,-9.4,0.0,2.078,0.006,-0.008,0.0,18.104,0.049,-0.049,0.0,,,,,,,,,,,,,0
KMT-2016-BLG-1836L b,17h53m00.08s,-30d02m26.70s,730.0,600.0,-410.0,0,2.3,1.9,-1.3,0,2.7,0.7000000000000001,-0.7000000000000001,0,0.53,0.42,-0.29,0.0,6500.0,1200.0,-2800.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.01,0.05,-0.05,0.0,,,,,,,,,3.3,1.5,-0.9,0.0,0
OGLE-2012-BLG-0838L b,18h12m00.74s,-25d42m41.80s,53.1,38.5,-260.0,0,0.167,0.121,-0.8300000000000001,0,4.43,0.71,-0.81,0,0.4,0.29,-0.2,0.0,6320.0,830.0,-1040.0,0.0,8170.0,910.0,-910.0,0.0,2456145.909,0.034,-0.034,0.0,0.373,0.011000000000000001,-0.011000000000000001,0.0,40.44,0.84,-0.84,0.0,5.95,0.34,-0.34,0.0,2.153,0.029,-0.029,0.0,3.95,0.33,-0.33,0.0,0.221,0.0019,-0.0019,0.0,17.754,0.043000000000000003,-0.043000000000000003,0.0,19.87,0.3,-0.3,0.0,0.325,0.029,-0.029,0.0,2.96,0.27,-0.27,0.0,1
OGLE-2018-BLG-1269L b,17h58m46.42s,-27d37m04.6s,,,,0,,,,0,,,,0,,,,,,,,,,,,,2458343.849,0.025,-0.025,0.0,0.14200000000000002,0.023,-0.023,0.0,70.584,0.923,-0.923,0.0,0.5917,0.0092,-0.0092,0.0,1.126,0.012,-0.012,0.0,5.932,0.066,-0.066,0.0,1.887,0.026000000000000002,-0.026000000000000002,0.0,19.42,0.01,-0.01,0.0,,,,,1.6019999999999999,0.11800000000000001,-0.11800000000000001,0.0,8.29,0.61,-0.61,0.0,0
KMT-2016-BLG-2397L b,17h44m51.01s,-23d12m04.97s,836.0,375.0,-391.0,0,2.63,1.18,-1.23,0,3.64,1.22,-1.6099999999999999,0,0.64,0.29,-0.3,0.0,4880.0,1650.0,-2180.0,0.0,,,,,2457549.651,0.05,-0.05,0.0,0.041,0.006,-0.006,0.0,58.32,8.1,-8.1,0.0,0.0015,,,1.0,1.148,0.015000000000000001,-0.015000000000000001,0.0,39.5,0.92,-0.92,0.0,4.409,0.02,-0.02,0.0,21.76,0.01,-0.01,0.0,,,,,0.24000000000000002,,,-1.0,1.6600000000000001,,,-1.0,1
MOA-2013-BLG-220L b,18h03m56.5s,-29d32m41s,871.0,54.0,-54.0,0,2.74,0.17,-0.17,0,3.03,0.27,-0.27,0,0.88,0.05,-0.05,0.0,6720.0,590.0,-590.0,0.0,,,,,2456386.9204,0.0012000000000000001,-0.0012000000000000001,0.0,-0.013142000000000001,0.00015000000000000001,-0.00015000000000000001,0.0,13.31,0.08,-0.08,0.0,,,,,0.98576,0.00012,-0.00012,0.0,29.99,0.27,-0.27,0.0,-1.4206,0.0045000000000000005,-0.0045000000000000005,0.0,19.232,0.021,-0.021,0.0,,,,,0.457,0.005,-0.005,0.0,12.62,0.11,-0.11,0.0,1
MOA-bin-29 b,17h57m30.23s,-29d44m11.63s,190.0,381.0,-120.0,0,0.6,1.2,-0.38,0,0.48000000000000004,0.12000000000000001,-0.1,0,0.030000000000000002,0.07,-0.02,0.0,7120.0,1150.0,-1050.0,0.0,,,,,2453931.097,0.003,-0.003,0.0,0.0109,0.00076,-0.00076,0.0,3.887,0.21,-0.21,0.0,8.03,0.92,-0.92,0.0,1.164,0.009000000000000001,-0.009000000000000001,0.0,163.1,24.0,-24.0,0.0,2.6950000000000003,0.027,-0.027,0.0,19.893,0.096,-0.096,0.0,,,,,0.056,0.012,-0.012,0.0,5.242,1.1440000000000001,-1.1440000000000001,0.0,1
OGLE-2016-BLG-1195L b,17h55m23.50s,-30d12m26.1s,5.1,5.5,-2.85,0,0.016,0.017,-0.009000000000000001,0,2.15,1.13,-0.42,0,0.37,0.38,-0.21,0.0,7200.0,850.0,-1020.0,0.0,,,,,2457568.7719,0.002,-0.002,0.0,0.0514,0.0014,-0.0014,0.0,10.16,0.25,-0.25,0.0,,,,,1.0698,0.0078000000000000005,-0.0078000000000000005,0.0,0.425,0.67,-0.67,0.0,0.9653,0.0045000000000000005,-0.0045000000000000005,0.0,19.581,0.001,-0.001,0.0,,,,,0.261,0.02,-0.02,0.0,,,,,0
OGLE-2015-BLG-1649L b,18h04m49.21s,-32d37m58.90s,807.0,470.0,-442.0,0,2.54,1.48,-1.3900000000000001,0,2.07,0.65,-0.77,0,0.34,0.19,-0.19,0.0,4230.0,1510.0,-1640.0,0.0,,,,,2457241.17,0.033,-0.033,0.0,0.11460000000000001,0.0028,-0.0028,0.0,28.312,0.339,-0.339,0.0,1.2650000000000001,0.055,-0.055,0.0,0.902,0.001,-0.001,0.0,72.27,2.12,-2.12,0.0,3.08,0.007,-0.007,0.0,19.43,0.02,-0.02,0.0,,,,,0.556,0.055,-0.055,0.0,7.138,0.674,-0.674,0.0,1
MOA-bin-1L b,17h51m10.20s,-29d47m38.3s,1200.0,670.0,-670.0,0,3.7,2.1,-2.1,0,8.3,4.5,-2.7,0,0.75,0.33,-0.41000000000000003,0.0,5100.0,1200.0,-1900.0,0.0,8000.0,,,0.0,2453893.8,1.8,-1.8,0.0,1.62,0.05,-0.05,0.0,31.2,4.3,-4.3,0.0,,,,,2.1,0.05,-0.05,0.0,47.0,16.0,-12.0,0.0,1.5779999999999998,0.035,-0.035,0.0,20.23,,,0.0,,,,,0.77,0.11,-0.11,0.0,8.8,1.4,-1.4,0.0,1
OGLE-2016-BLG-1227L b,17h42m23.31s,-33d45m35.2s,,,,0,,,,0,,,,0,,,,,,,,,,,,,2457561.976,0.032,-0.032,0.0,-0.057,0.012,-0.012,0.0,52.23,12.76,-12.76,0.0,80.0,18.0,-18.0,0.0,3.5700000000000003,0.24000000000000002,-0.24000000000000002,0.0,59.175,83.417,-21.841,0.0,4.689,0.066,-0.066,0.0,16.85,0.01,-0.01,0.0,,,,,0.113,0.058,-0.058,0.0,0.79,0.1,-0.1,0.0,0
OGLE-2015-BLG-0966L b,17h55m01.02s,-29d02m49.6s,21.0,2.0,-2.0,0,0.066,0.006,-0.006,0,2.7,,,0,0.38,0.04,-0.04,0.0,3300.0,,,0.0,8000.0,,,0.0,2457205.1938,0.0012000000000000001,-0.0012000000000000001,0.0,-0.01149,9e-05,-9e-05,0.0,57.8,0.4,-0.4,0.0,1.404,0.014,-0.014,0.0,0.9091,0.0026,-0.0026,0.0,1.7000000000000002,0.05,-0.05,0.0,-0.88,0.002,-0.002,0.0,,,,,,,,,0.76,0.07,-0.07,0.0,4.8,0.5,-0.5,0.0,0
MOA-2011-BLG-293L b,17h55m39.35s,-28d28m36.65s,760.0,480.0,-300.0,0,2.4,1.5,-0.9,0,3.4,0.4,-0.4,0,0.43,0.27,-0.17,0.0,7150.0,750.0,-750.0,0.0,,,,,2455747.4931,0.0007,-0.0007,0.0,0.0034000000000000002,0.0002,-0.0002,0.0,22.49,0.98,-0.98,0.0,1.58,0.07,-0.07,0.0,1.83,0.02,-0.02,0.0,52.0,2.0,-2.0,0.0,3.859,0.009000000000000001,-0.009000000000000001,0.0,,,,,17.77,,,-1.0,0.26,0.02,-0.02,0.0,4.3,0.3,-0.3,0.0,0
OGLE-2005-BLG-071L b,17h50m09.77s,-34d40m23.5s,1100.0,100.0,-100.0,0,3.4,0.3,-0.4,0,2.1,0.1,-0.1,0,0.46,0.04,-0.04,0.0,3100.0,400.0,-400.0,0.0,8600.0,,,0.0,2453480.6792,0.0041,-0.0051,0.0,0.0245,0.0005,-0.0006000000000000001,0.0,68.3,1.6,-1.6,0.0,0.6,0.04,-0.04,0.0,0.763,0.003,-0.006,0.0,70.0,3.0,-2.0,0.0,4.789,0.004,-0.007,0.0,19.49,0.030000000000000002,-0.030000000000000002,0.0,21.35,0.2,-0.16,0.0,0.86,0.05,-0.05,0.0,,,,,0
OGLE-2015-BLG-0966L b,17h55m01.02s,-29d02m49.6s,21.0,2.0,-2.0,0,0.066,0.006,-0.006,0,2.7,,,0,0.38,0.04,-0.04,0.0,3300.0,,,0.0,8000.0,,,0.0,2457205.1936,0.0012000000000000001,-0.0012000000000000001,0.0,-0.01162,0.0001,-0.0001,0.0,57.5,0.4,-0.4,0.0,1.412,0.015000000000000001,-0.015000000000000001,0.0,0.9088,0.0027,-0.0027,0.0,1.71,0.060000000000000005,-0.060000000000000005,0.0,-0.878,0.002,-0.002,0.0,,,,,,,,,0.76,0.07,-0.07,0.0,4.8,0.5,-0.5,0.0,0
OGLE-2016-BLG-1195L b,17h55m23.5s,-30d12m26.1s,1.43,0.45,-0.32,0,0.0045000000000000005,0.0014,-0.001,0,1.16,0.16,-0.13,0,0.078,0.016,-0.012,0.0,3910.0,420.0,-460.0,0.0,,,,,2457568.7694,0.0013,-0.0013,0.0,0.05321,0.00074,-0.00074,0.0,9.95,0.11,-0.11,0.0,2.84,0.35000000000000003,-0.42,0.0,1.0862,0.008,-0.007500000000000001,0.0,0.5680000000000001,0.08,-0.07200000000000001,0.0,0.9688,0.0022,-0.0022,0.0,18.99,0.02,-0.02,0.0,,,,,0.28600000000000003,0.053,-0.038,0.0,8.7,1.6,-1.2,0.0,0
OGLE-2012-BLG-0950L b,18h08m04.62s,-29d43m53.7s,35.0,10.0,-6.0,0,0.11,0.030000000000000002,-0.02,0,2.6,0.3,-0.5,0,0.5700000000000001,0.060000000000000005,-0.1,0.0,2600.0,500.0,-700.0,0.0,,,,,2456151.47,0.030000000000000002,-0.030000000000000002,0.0,0.101,0.003,-0.003,0.0,68.4,1.5,-1.5,0.0,3.2,,,1.0,0.895,0.004,-0.007,0.0,1.9,0.5,-0.1,0.0,5.081,0.006,-0.006,0.0,19.29,0.030000000000000002,-0.030000000000000002,0.0,,,,,1.09,0.16,-0.1,0.0,5.8,0.8,-0.6,0.0,1
OGLE-2006-BLG-109L b,17h52m34.51s,-30d05m16.0s,231.0,19.0,-19.0,0,0.727,0.060000000000000005,-0.060000000000000005,0,2.3,0.5,-0.5,0,0.51,0.05,-0.04,0.0,1510.0,110.0,-120.0,0.0,,,,,2453831.0204,0.011000000000000001,-0.011000000000000001,0.0,0.00345,5e-05,-5e-05,0.0,128.1,0.8,-0.8,0.0,,,,,0.632,0.073,-0.073,0.0,13.48,0.13,-0.13,0.0,2.5232,0.0007,-0.0007,0.0,20.935,0.030000000000000002,-0.030000000000000002,0.0,,,,,1.505,,,0.0,,,,,1
OGLE-2015-BLG-0954L b,18h00m44.24s,-28d39m39.2s,1100.0,1200.0,-510.0,0,3.4,3.7,-1.6,0,1.6,1.3,-0.7000000000000001,0,0.3,0.34,-0.14,0.0,1200.0,1100.0,-500.0,0.0,,,,,2457165.227,0.009000000000000001,-0.009000000000000001,0.0,0.0541,0.002,-0.002,0.0,39.5,1.2,-1.2,0.0,,,,,0.7977,0.0032,-0.0032,0.0,103.5,2.6,-2.6,0.0,1.4039,0.0041,-0.0041,0.0,21.047,0.033,-0.033,0.0,,,,,1.28,0.08,-0.08,0.0,11.8,0.8,-0.8,0.0,1
MOA-2008-BLG-310L b,17h54m14.53s,-34d46m40.99s,74.0,17.0,-17.0,0,0.23,0.05,-0.05,0,1.25,0.1,-0.1,0,0.67,0.14,-0.14,0.0,,,,,,,,,2454656.39975,5e-05,-5e-05,0.0,0.00301,0.00014000000000000001,-0.00014000000000000001,0.0,11.08,0.5,-0.5,0.0,,,,,0.927,0.003,-0.003,0.0,3.2,0.26,-0.26,0.0,1.21,0.02,-0.02,0.0,19.28,0.05,-0.05,0.0,,,,,0.155,0.011000000000000001,-0.011000000000000001,0.0,5.1,0.030000000000000002,-0.030000000000000002,0.0,0
KMT-2016-BLG-1836L b,17h53m00.08s,-30d02m26.70s,700.0,600.0,-380.0,0,2.2,1.9,-1.2,0,3.6,1.2,-0.9,0,0.48000000000000004,0.39,-0.25,0.0,7100.0,800.0,2600.0,0.0,,,,,2457487.69,0.07,-0.07,0.0,0.053,0.005,-0.005,0.0,56.2,3.9,-3.9,0.0,2.7,,,1.0,1.31,0.030000000000000002,-0.030000000000000002,0.0,46.0,9.0,-9.0,0.0,5.849,0.035,-0.035,0.0,22.14,0.05,-0.05,0.0,18.25,0.01,-0.01,0.0,,,,,3.3,1.5,-0.9,0.0,0
OGLE-2013-BLG-0911L b,17h55m31.98s,-29d15m13.8s,3150.0,1200.0,-1100.0,0,9.92,3.7800000000000002,-3.45,0,17.98,3.21,-3.24,0,0.28,0.1,-0.08,0.0,3150.0,530.0,-420.0,0.0,8000.0,2000.0,-2000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,0.14,-0.17,0.0,2.5,0.56,-0.65,0.0,0
KMT-2016-BLG-0212L b,17h53m45.42s,-29d05m12.80s,10.9,14.2,-6.9,0,0.034300000000000004,0.044700000000000004,-0.022000000000000002,0,4.6,1.4,-1.4,0,0.39,0.38,-0.22,0.0,6000.0,1200.0,-1700.0,0.0,,,,,2457465.25,0.197,-0.197,0.0,0.617,0.022000000000000002,-0.022000000000000002,0.0,17.801,0.47800000000000004,-0.47800000000000004,0.0,1.666,0.28300000000000003,-0.28300000000000003,0.0,1.43,0.015000000000000001,-0.015000000000000001,0.0,0.8280000000000001,0.153,-0.153,0.0,1.001,0.015300000000000001,-0.015300000000000001,0.0,19.6,0.060000000000000005,-0.060000000000000005,0.0,,,,,0.53,0.16,-0.16,0.0,10.9,3.3,-3.3,0.0,0
KMT-2019-BLG-1953L b,17h56m27.90s,-28d12m04.00s,,,,0,,,,0,,,,0,,,,,,,,,8000.0,,,0.0,2458702.015,0.001,-0.001,0.0,0.00122,9e-05,-9e-05,0.0,16.18,0.25,-0.25,0.0,2.4,0.04,-0.04,0.0,2.12,0.13,-0.13,0.0,12.8,1.7000000000000002,-1.7000000000000002,0.0,2.456,0.043000000000000003,-0.043000000000000003,0.0,20.68,0.01,-0.01,0.0,,,,,0.25,0.02,-0.02,0.0,5.7,0.46,-0.46,0.0,0
MOA-2008-BLG-310L b,17h54m14.53s,-34d46m40.99s,23.4,17.0,-17.0,0,0.0736,0.053,-0.053,0,1.1,0.17,-0.17,0,0.21,0.14,-0.14,0.0,7700.0,1100.0,-1100.0,0.0,,,,,2454656.39,,,0.0,0.00318,,,0.0,10.29,,,0.0,,,,,1.08,,,0.0,3.49,,,0.0,1.9300000000000002,,,0.0,19.43,0.04,-0.04,0.0,,,,,0.29,0.05,-0.05,0.0,4.85,0.15,-0.15,0.0,0
OGLE-2015-BLG-0966L b,17h55m01.02s,-29d02m49.6s,21.0,2.0,-2.0,0,0.066,0.006,-0.006,0,2.1,,,0,0.38,0.04,-0.04,0.0,2500.0,,,0.0,4500.0,,,0.0,2457205.1953,0.0013,-0.0013,0.0,0.01136,0.0001,-0.0001,0.0,57.8,0.4,-0.4,0.0,1.4,0.015000000000000001,-0.015000000000000001,0.0,1.1146,0.0032,-0.0032,0.0,1.67,0.05,-0.05,0.0,0.883,0.002,-0.002,0.0,,,,,,,,,0.76,0.07,-0.07,0.0,4.8,0.5,-0.5,0.0,0
MOA-2011-BLG-028L b,18h03m24.96s,-29d12m48.3s,30.0,20.0,-10.0,0,0.09,0.05,-0.04,0,4.14,0.64,-0.64,0,0.75,0.35000000000000003,-0.3,0.0,7380.0,520.0,-620.0,0.0,8610.0,640.0,-640.0,0.0,2455673.74,0.33,-0.33,0.0,-0.911,0.028,-0.017,0.0,34.2,1.3,-1.3,0.0,17.6,1.9,-1.9,0.0,1.699,0.029,-0.029,0.0,1.22,0.25,-0.25,0.0,2.187,0.024,-0.024,0.0,15.3,,,0.0,,,,,0.337,0.053,-0.053,0.0,3.59,0.58,-0.58,0.0,0
OGLE-2018-BLG-1428L b,17h42m11.69s,-26d08m16.4s,240.0,240.0,-170.0,0,0.77,0.77,-0.53,0,3.3,0.59,-0.8300000000000001,0,0.43,0.33,-0.22,0.0,6220.0,1030.0,-1510.0,0.0,,,,,2458339.6157,0.095,-0.095,0.0,0.7002,0.003,-0.003,0.0,24.4448,0.1858,-0.1858,0.0,7.3,0.2,-0.2,0.0,1.4233,0.0019,-0.0019,0.0,17.144,0.553,-0.553,0.0,1.7271,0.0052,-0.0052,0.0,18.97,,,0.0,,,,,0.373,0.026000000000000002,-0.026000000000000002,0.0,5.58,0.38,-0.38,0.0,1
MOA-2011-BLG-291L b,17h55m28.29s,-29d10m14.4s,18.0,38.0,-11.0,0,0.057,0.12000000000000001,-0.035,0,1.13,0.15,-0.15,0,0.15,0.3,-0.09,0.0,8600.0,900.0,-900.0,0.0,9700.0,500.0,-500.0,0.0,2455747.963,0.003,-0.003,0.0,-0.0072900000000000005,0.00027,-0.00027,0.0,23.5,0.7000000000000001,-0.7000000000000001,0.0,,,,,1.197,0.025,-0.025,0.0,3.8,0.7000000000000001,-0.7000000000000001,0.0,3.072,0.01,-0.01,0.0,20.747,0.035,-0.035,0.0,,,,,0.11,0.009000000000000001,-0.009000000000000001,0.0,1.72,0.13,-0.13,0.0,0
OGLE-2012-BLG-0950L b,18h08m04.62s,-29d43m53.7s,34.0,13.0,-4.0,0,0.11,0.04,-0.01,0,2.7,0.4,-0.4,0,0.54,0.09,-0.07,0.0,2400.0,800.0,-500.0,0.0,,,,,2456151.49,0.030000000000000002,-0.030000000000000002,0.0,0.101,0.003,-0.003,0.0,68.7,1.4,-1.4,0.0,3.0,,,1.0,1.004,0.008,-0.004,0.0,1.9,0.6,-0.1,0.0,5.083,0.006,-0.006,0.0,19.29,0.030000000000000002,-0.030000000000000002,0.0,,,,,1.1400000000000001,0.11,-0.15,0.0,6.1,0.6,-0.8,0.0,0
