kepid,tce_plnt_num,tce_rogue_flag,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_depth,tce_depth_err,tce_model_snr,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err
10813970,2,,0.514376,4.31078e-05,131.634,0.00852866,0.1,250.8,1.5,4.789,109.6,55.08,3.058,4.048,19.46,5.16e+03,724,,,7641.00,198.00,3.62,0.18,,
10813970,3,,0.514375,4.71402e-05,131.734,0.0210714,0.07105,609.2,1.505,8.164,106.3,75.99,2.101,3.983,33.09,5.16e+03,724,,,7641.00,198.00,3.62,0.18,,
10813970,4,,0.514371,4.35032e-05,131.84,0.0192231,0.09843,401.1,1.49,7.252,113.3,68.5,2.504,4.116,31.26,5.16e+03,724,,,7641.00,198.00,3.62,0.18,,
10813970,5,,0.514371,4.38678e-05,131.94,0.0201591,0.04119,989.9,1.505,7.587,112.4,72.98,2.554,4.095,31.87,5.16e+03,724,,,7641.00,198.00,3.62,0.18,,
10859386,1,,1.03813,1.4993e-05,132.517,0.00196094,0.1783,18.63,2.111,0.4589,40.33,8.426,6.533,1.208,0.6999,2.86e+03,613,,,7193.00,129.00,4.08,0.20,,
10859386,2,,0.830504,1.01024e-05,132.101,0.00133063,0.01541,148.7,2.024,0.4126,63.64,8.653,9.725,1.514,0.5923,3.08e+03,660,,,7193.00,129.00,4.08,0.20,,
10859386,3,,0.830497,1.1721e-05,131.692,0.00161017,0.00641,614.1,1.775,0.4693,56.15,8.796,8.503,1.423,0.9605,3.08e+03,660,,,7193.00,129.00,4.08,0.20,,
10881457,1,,84.7045,0.00280473,152.131,0.0227137,0.01163,654.3,12.64,3.864,535.1,50.08,10.91,2.362,3.741,434,0.00479,,,6065.00,,4.46,,,
10881855,1,,0.740771,1.1791e-05,131.913,0.00286768,0.2518,19.32,1.876,1.006,66.31,9.656,9.677,1.399,1.259,3.01e+03,757,,,7076.00,130.00,4.14,0.22,,
10881855,2,,0.740775,1.03684e-05,131.531,0.00356063,0.234,16.91,3.638,6.374,64.58,7.177,12.25,1.378,0.9962,3.01e+03,757,,,7076.00,130.00,4.14,0.22,,
10903251,1,,1.5605,3.27161e-05,131.572,0.00870149,0.4338,4.355,5.208,2.773,16.22,2.327,7.231,0.8781,0.3504,2.99e+03,553,,,8427.00,199.00,4.07,0.20,,
10925227,1,,6.45201,4.93075e-05,137.516,0.003775,0.0224,189.2,4.132,0.158,80.82,8.671,10.37,1.59,1.116,1.66e+03,0.00422,,,7874.00,,4.11,,,
10927813,1,,1.80999,3.08604e-05,132.194,0.00700734,0.3254,14.61,6.319,7.337,59.81,7.405,8.289,0.7641,0.8167,1.55e+03,470,,,6118.00,142.00,4.49,0.24,,
10928043,1,,6.8464,2.83539e-05,133.759,0.00236642,0.3453,3.926,3.296,0.1079,151.9,6.063,26.84,1.571,0.4601,1.16e+03,210,,,6417.00,80.00,4.31,0.15,,
10931507,1,,3.78044,4.5939e-05,132.343,0.00571061,0.3515,5.984,10.75,3.494,101.1,10.57,10.07,1.544,0.6626,1.6e+03,364,,,6764.00,131.00,4.20,0.21,,
10982373,1,,2.00281,2.23945e-06,132.067,0.000354093,0.3592,1.399,1.418,0.02084,243,5.545,60.44,3.577,0.3471,2.85e+03,594,,,8550.00,215.00,4.04,0.22,,
10982373,2,,2.0028,4.57878e-06,131.59,0.00075208,0.005684,263.4,2.276,0.03406,109.1,4.33,27.37,2.364,0.5946,2.85e+03,594,,,8550.00,215.00,4.04,0.22,,
10982373,3,,1.00146,3.3212e-06,132.343,0.000616175,9.855e-05,4380,3.032,0.1812,110.7,979.1,36.47,2.379,0.176,3.59e+03,749,,,8550.00,215.00,4.04,0.22,,
10982373,4,,2.00277,7.63055e-06,131.908,0.00126202,0.04382,80.09,1.602,0.03858,65.46,4.55,16.26,1.834,1.08,2.85e+03,594,,,8550.00,215.00,4.04,0.22,,
11021188,1,,0.988075,1.29013e-05,131.702,0.00462841,0.3992,5.96,3.86,3.287,26.63,2.589,11.47,0.9149,0.4763,2.92e+03,751,,,7545.00,206.00,4.16,0.22,,
11025754,1,,0.775543,1.11827e-05,131.909,0.00485722,0.008069,1087,4.021,15.57,92.68,9.895,11.56,0.9525,1.886,1.98e+03,0.00953,,,5780.00,,4.44,,,
11026045,1,,1.10501,2.63377e-05,131.552,0.00981016,0.04312,318.7,3.644,8.696,73.67,15.09,5.917,0.8495,2.639,1.76e+03,0.014,,,5780.00,,4.44,,,
11026045,2,,1.48074,3.38532e-05,132.68,0.0100544,0.01985,590.9,7.31,33.32,175.4,25.08,7.684,1.31,3.469,1.6e+03,0.0122,,,5780.00,,4.44,,,
11071278,1,,55.8775,0.000624317,159.924,0.00634615,0.002013,1190,14.9,1.016,298.5,22.97,20.54,1.708,0.9235,477,0.00178,,,5780.00,,4.44,,,
11071278,2,,55.8774,0.00101398,158.469,0.010048,0.01847,219.3,15.04,1.102,139,17.11,9.609,1.166,1.058,477,0.00288,,,5780.00,,4.44,,,
11072016,1,,1.8987,1.76794e-05,132.098,0.00340807,0.8949,0.9998,1.511,0.2417,79.66,12.04,8.471,1.018,0.9028,1.47e+03,359,,,5840.00,138.00,4.45,0.24,,
11073351,1,,2.8202,5.53791e-06,134.122,0.000911075,0.309,4.166,2.462,0.09502,463.1,10.47,47.48,2.115,0.611,1.33e+03,177,,,6096.00,89.00,4.49,0.15,,
11122751,1,,0.7069,1.56929e-05,131.622,0.00242584,4.319e-05,1.023e+04,1.363,0.09072,68.3,408.1,8.6,0.8218,0.1077,2.09e+03,421,,,5873.00,94.00,4.43,0.22,,
11122789,1,,0.809665,9.24288e-06,132.266,0.00254872,0.2603,7.574,3.17,1.851,10.42,1.08,11.95,0.8871,0.3445,3.62e+03,509,,,7156.00,91.00,3.82,0.18,,
11122789,2,,3.23881,4.55678e-05,134.284,0.00654573,0.3163,4.388,7.007,0.9262,13.54,1.361,11.24,1.014,0.2903,2.28e+03,321,,,7156.00,91.00,3.82,0.18,,
11122894,1,,74.925,0.000137204,199.937,0.0010349,0.09075,4.935,4.324,0.2284,4303,53,105.7,6.799,0.6299,462,98.3,,,6137.00,108.00,4.43,0.20,,
11152463,1,,3.50483,4.34221e-05,133.689,0.00593703,0.3766,4.332,11.9,4.86,51.54,5.385,10.8,0.7223,0.3095,1.2e+03,0.00496,,,5780.00,,4.44,,,
11152649,1,,0.628477,8.61419e-06,132.091,0.0017311,0.3179,8.941,2.155,1.225,416.2,39.88,14.54,2.046,1.469,2.13e+03,0.00972,,,5780.00,,4.44,,,
11152649,2,,0.628421,1.32576e-05,131.698,0.00268929,0.2948,17.66,1.648,0.9073,277.6,44.29,9.55,1.67,2.158,2.13e+03,0.015,,,5780.00,,4.44,,,
11152649,3,,0.628453,1.48938e-05,131.898,0.00244583,0.3598,9.71,1.901,1.091,304.6,44.45,12.59,1.757,1.601,2.13e+03,0.0168,,,5780.00,,4.44,,,
11189284,4,,2.4124,8.95523e-06,132.089,0.0023709,0.05693,47.57,3.234,0.1916,48.31,2.517,21.41,2.87,1.255,3.57e+03,353,,,8857.00,198.00,3.64,0.16,,
11189284,5,,2.41224,9.279e-06,133.86,0.00296307,0.2135,5.705,4.884,0.3845,64.32,2.791,26.5,3.322,0.6906,3.57e+03,353,,,8857.00,198.00,3.64,0.16,,
11189311,1,,81.4164,0.000278041,160.861,0.00201519,0.02727,33.65,12.01,0.4807,647.6,25.5,26.06,2.517,0.5255,421,0.000479,,,5780.00,,4.44,,,
11191328,1,,1.12866,1.53879e-05,132.31,0.00486864,0.9104,0.2581,2.852,2.286,8.493,0.9265,10.33,0.3501,0.09624,1.75e+03,0.00796,,,5780.00,,4.44,,,
11247386,1,,0.788645,0,132.147,0,0.1,0,1.5,0,3657,0,,11.58,0,3.3e+03,0,,,7422.00,,4.03,,,
11247386,2,,0.788615,2.46386e-05,131.772,0.00280422,0.3286,13.09,1.367,0.1402,493.2,145.7,4.731,4.294,3.64,3.3e+03,0.0343,,,7422.00,,4.03,,,
11247386,3,,0.788645,1.64711e-05,131.934,0.00199074,0.1,36.79,1.5,0.1438,494.9,93.31,5.428,4.259,2.777,3.3e+03,0.0229,,,7422.00,,4.03,,,
11249624,1,,65.5829,0,182.649,0,0.1,0,3,0,2.607e+05,0,,37.1,0,405,79.6,,,5626.00,91.00,4.57,0.21,,
11249624,2,,65.5837,4.14955e-05,179.785,0.000328838,0.9656,0.06634,5.91,0.02697,3.968e+04,120.7,446.9,26.37,4.158,405,79.6,,,5626.00,91.00,4.57,0.21,,
11295729,2,,1.69534,2.17778e-05,132.195,0.00514799,0.4449,6.847,5.6,4.503,72.15,7.046,9.904,1.637,1.035,2.45e+03,502,,,7297.00,198.00,4.09,0.20,,
11295805,1,,2.05832,1.30644e-05,132.343,0.00230014,0.2965,8.125,1.97,0.07532,47.8,5.116,10.71,1.214,0.5765,2.1e+03,414,,,6820.00,90.00,4.11,0.20,,
11295805,2,,2.0577,1.77992e-05,132.792,0.00331649,0.7561,0.6196,2.729,0.1868,38.08,4.38,9.416,1.157,0.2241,2.1e+03,414,,,6820.00,90.00,4.11,0.20,,
11295805,3,,2.05793,2.61296e-05,131.719,0.00489544,0.0009175,4244,7.849,7.312,30.64,19.82,10.72,0.9622,0.6718,2.1e+03,414,,,6820.00,90.00,4.11,0.20,,
11341164,2,,6.00318,0.000113101,131.917,0.00976543,0.07811,67.71,11.01,2.983,36.03,4.129,9.017,0.594,0.7093,1e+03,0.0063,,,5780.00,,4.44,,,
11341164,3,,115.85,0.00156121,158.816,0.00719043,0.349,20.2,3.477,0.7065,184.6,25.9,7.664,1.364,2.483,374,0.00168,,,5780.00,,4.44,,,
11341164,4,,187.963,0.00407202,144.84,0.0152374,0.003127,4797,8.257,2.248,160.3,24.46,7.297,1.252,4.236,318,0.0023,,,5780.00,,4.44,,,
11342416,1,,25.369,0.000242509,143.688,0.00526657,0.3315,6.858,4.647,0.2237,108.4,6.946,15,1.288,0.6355,735,130,,,6329.00,70.00,4.32,0.16,,
11401253,1,,4.96503,4.14574e-05,135.556,0.00438954,0.955,0.1775,2.39,0.5664,53.3,6.233,8.718,2.028,0.7792,1.43e+03,165,,,5371.00,190.00,3.82,0.13,,
11401755,1,,16.2314,3.27718e-05,139.223,0.00120793,0.3551,1.651,7.921,0.2037,475.8,5.525,98.41,2.19,0.333,720,0.000484,,,5780.00,,4.44,,,
11401755,2,,13.8492,0.000199489,141.68,0.00898816,0.0628,101.8,6.339,0.267,51.57,4.374,12.46,0.7106,1.028,759,0.00364,,,5780.00,,4.44,,,
11401767,1,,20.0538,0.000192243,136.582,0.00573339,0.232,17.37,6.004,0.7427,304,16.99,21.13,2.295,1.834,836,9.1,,,6509.00,11.00,4.29,0.01,,
10747445,2,,4.59357,2.51464e-05,132.605,0.00367967,0.4393,16.94,1.728,1.294,1656,159.9,12.6,3.679,8.44,983,0.00179,,,5497.00,,4.54,,,
11414511,1,,2.81651,2.16356e-07,131.536,3.66316e-05,0.4171,0.02413,2.557,0.007961,1.804e+04,18.75,1117,12.71,0.03903,1.24e+03,317,,,5597.00,97.00,4.44,0.27,,
11414527,1,,0.678072,8.87479e-06,132.055,0.00162018,0.3556,10.04,1.339,0.314,117.4,13.1,13.79,1.093,1.01,2.07e+03,0.00905,,,5780.00,,4.44,,,
11414527,2,,1.01612,1.9683e-05,131.586,0.00670108,0.008459,1433,3.561,8.533,61.36,9.727,7.308,0.7751,2.116,1.81e+03,0.0117,,,5780.00,,4.44,,,
10790706,3,,0.543954,2.21344e-05,131.526,0.00199778,0.964,0.3107,0.6531,0.1306,97.07,30.15,8.484,2.429,1.642,3.84e+03,1.09e+03,,,7824.00,202.00,4.10,0.25,,
11414684,1,,1.40095,1.95969e-05,132.553,0.00561488,0.001824,4372,4.71,6.74,84.75,13.59,9.764,0.9107,1.638,1.63e+03,0.00759,,,5780.00,,4.44,,,
11415243,1,,168.813,0.00248056,211.438,0.00777412,0.1064,40.74,6.446,0.9127,581.9,46.46,13.37,1.599,2.085,244,169,,,4859.00,70.00,4.61,0.48,,
11415556,1,,0.589374,1.0523e-05,132.033,0.00308665,0.395,9.048,2.412,3.212,98.82,12.82,10.16,2.413,1.907,4.09e+03,652,,,7803.00,199.00,3.95,0.19,,
10814711,1,,0.695685,1.124e-05,131.948,0.00229919,0.7629,0.2991,1.997,0.3551,12.26,1.546,10.65,1.149,0.114,4.93e+03,1.02e+03,,,9267.00,211.00,3.87,0.25,,
11401767,2,,30.0908,0.000424478,149.052,0.00844369,0.5426,5.064,6.124,0.9083,252,19.11,14.36,2.148,1.542,730,7.95,,,6509.00,11.00,4.29,0.01,,
11401767,3,,6.84985,8.07196e-05,134.654,0.00682283,0.3902,10.59,4.395,0.3365,138.1,12.15,13.35,1.563,1.419,1.2e+03,13,,,6509.00,11.00,4.29,0.01,,
11401822,1,,2.16143,1.66656e-05,131.859,0.00355013,0.0002639,1.462e+04,3.196,0.2266,246.1,190,14.24,1.278,1.178,1.25e+03,285,,,5495.00,144.00,4.54,0.24,,
11401822,2,,1.08078,1.48987e-05,131.849,0.00464906,0.2835,21.45,3.106,2.698,168.8,21.52,9.659,1.069,1.694,1.57e+03,360,,,5495.00,144.00,4.54,0.24,,
11401845,1,,4.32278,5.2662e-06,134.028,0.00101969,0.5461,0.08134,6.666,0.02497,3.609e+05,3133,127.4,154.2,10.22,2.07e+03,0.000839,,,7590.00,,3.90,,,
11402951,1,,0.675614,7.47778e-06,131.958,0.00214779,0.3074,10.3,1.946,0.9903,42.67,4.101,14.7,0.6548,0.5166,2.08e+03,0.00766,,,5780.00,,4.44,,,
11402951,2,,0.675627,2.17607e-05,132.172,0.0048768,0.1,249.1,1.5,2.932,21.22,5.621,5.827,0.4579,2.582,2.08e+03,0.0223,,,5780.00,,4.44,,,
11402995,1,,10.0608,2.52548e-05,138.968,0.00149439,0.1896,9.115,4.457,0.265,440.2,7.256,61.84,1.993,0.7346,852,233,,,6030.00,82.00,4.50,0.24,,
10904004,1,,4.6448,5.71472e-05,133.687,0.00666353,0.07367,110.5,2.528,0.201,98.9,12.58,8.158,0.661,1.575,812,16,,,4923.00,65.00,4.63,0.02,,
11403032,1,,7.63139,7.01384e-05,137.605,0.00528493,0.04809,54.07,12.54,1.044,72.71,5.842,14.75,1.29,0.6119,1.25e+03,306,,,6654.00,64.00,4.20,0.21,,
11403032,2,,2.18029,2.73063e-05,133.329,0.00509222,0.003197,1056,8.338,6.799,26.4,2.978,10.58,0.7772,0.4821,1.9e+03,465,,,6654.00,64.00,4.20,0.21,,
11403044,1,,4.12554,5.6411e-06,132.622,0.000750936,0.3307,3.242,2.976,0.2178,1270,18.31,74.33,3.574,0.8748,1.18e+03,244,,,6100.00,137.00,4.47,0.20,,
11403216,1,,4.05325,2.9272e-07,134.744,4.54427e-05,0.6435,0.0007143,4.058,0.001949,1.179e+05,80.15,2170,37.64,0.02044,1.14e+03,2.74e-05,,,5757.00,,4.45,,,
11403216,2,,4.05334,2.88645e-06,132.705,0.000398973,0.07703,4.84,3.025,0.1148,3892,38.03,122,6.293,0.5532,1.14e+03,0.00027,,,5757.00,,4.45,,,
11403339,1,,4.79023,2.55075e-05,134.957,0.0029964,0.06776,60.92,2.811,0.1598,149.2,9.544,16.49,0.9729,0.9468,948,127,,,5552.00,71.00,4.58,0.15,,
11403389,1,,45.0896,0.000477191,133.568,0.00645893,0.6703,3.817,3.675,1.147,455.9,44.49,10.91,1.945,1.991,476,89.8,,,5753.00,118.00,4.55,0.20,,
11403440,1,,0.93395,1.45667e-05,132.202,0.00450883,0.9543,0.05823,2.172,0.8542,82.81,10.58,9.08,1.046,0.1405,1.8e+03,370,,,5832.00,114.00,4.51,0.22,,
11403530,1,,3.61466,2.89169e-05,133.081,0.00418415,6.316e-05,6207,2.659,0.1182,48.02,483.8,12.38,0.6932,0.06153,1.24e+03,237,,,6093.00,72.00,4.46,0.20,,
11403776,1,,0.803608,8.03249e-06,132.086,0.000468255,0.9864,0.5636,0.6525,0.1,1733,223.6,20.94,7.238,34.63,1.89e+03,461,,,5853.00,106.00,4.52,0.23,,
11403776,2,,0.803585,2.81985e-06,131.697,0.000304895,0.3113,2.111,1.024,0.06093,2976,103.6,40.15,4.978,0.7932,1.89e+03,461,,,5853.00,106.00,4.52,0.23,,
11403776,3,,0.803589,3.38477e-06,131.891,0.000529691,0.4508,3.003,1.417,0.0771,1741,77.38,24.85,3.841,1.421,1.89e+03,461,,,5853.00,106.00,4.52,0.23,,
11403776,4,,0.803602,4.65375e-06,132.285,0.000744578,0.05475,26.32,1.521,0.03812,1371,81.81,18.46,3.324,1.043,1.89e+03,461,,,5853.00,106.00,4.52,0.23,,
11404710,1,,364.21,0.0152742,394.441,0.0198993,0.172,15.25,18.54,2.964,1099,110.3,10.73,3.037,2.156,224,0.00313,,,5219.00,,4.49,,,
11407569,1,,1.46083,2.30305e-05,131.823,0.00676395,0.4382,5.375,4.37,2.414,48.19,6.034,8.817,0.6522,0.5911,1.32e+03,0.00695,,,4792.00,,4.43,,,
11407811,1,,0.676808,1.44585e-05,131.923,0.00373062,0.7644,1.903,2.39,3.931,56.13,9.651,8.137,0.7096,0.5961,1.86e+03,529,,,5381.00,82.00,4.47,0.31,,
11407847,1,,11.8309,0.000310902,140.123,0.0152669,0.8314,0.9959,7.461,1.069,143.6,16.42,9.045,1.265,0.7587,760,176,,,5531.00,107.00,4.43,0.27,,
11409072,1,,378.072,0.0141419,377.546,0.0179409,0.3145,40.67,9.808,4.005,244.4,41.96,6.898,1.447,4.303,248,52,,,5950.00,83.00,4.52,0.21,,
11409673,1,,12.312,0.000190404,138.117,0.00925806,0.001716,1703,11.93,0.2587,64.54,7.048,10.89,2.102,1.083,1.59e+03,194,,,8130.00,190.00,3.91,0.15,,
11122894,2,,150.016,0.000311883,224.695,0.00115761,0.2876,2.915,3.255,0.3736,4307,77.76,71.24,6.859,1.281,367,78,,,6137.00,108.00,4.43,0.20,,
11409673,2,,12.311,0.000188393,139.907,0.00912319,0.1409,33.38,12.4,0.3644,66.65,6.044,11.78,2.14,1.808,1.59e+03,194,,,8130.00,190.00,3.91,0.15,,
11410261,1,,0.60114,1.24604e-05,132.003,0.00215991,0.6165,1.459,2.604,1.861,38.61,6.338,8.932,1.17,0.2897,3.38e+03,705,,,7265.00,172.00,4.12,0.21,,
11410261,2,,0.927169,9.56063e-06,132.176,0.001939,4.425e-05,3570,3.381,0.1351,96.28,6450,11.16,1.774,0.1094,2.93e+03,610,,,7265.00,172.00,4.12,0.21,,
11410261,3,,0.927146,8.3614e-06,131.565,0.00195704,0.0142,186.4,3.572,2.215,107,10.71,13.37,1.871,0.8344,2.93e+03,610,,,7265.00,172.00,4.12,0.21,,
11410261,4,,3.41875,2.74723e-05,131.733,0.00413799,0.001266,3747,3.719,0.1798,223.6,25.02,11.21,2.704,2.192,1.89e+03,395,,,7265.00,172.00,4.12,0.21,,
11410261,5,,8.88223,0.000117365,138.241,0.0073941,0.2579,33.21,3.627,1.069,350.6,60.87,7.832,3.406,5.282,1.38e+03,287,,,7265.00,172.00,4.12,0.21,,
11410904,1,,3.53231,1.95257e-05,134.747,0.00267692,0.8782,0.4028,3.023,0.3679,236.7,16.47,14.49,1.633,0.502,1.17e+03,209,,,5946.00,101.00,4.52,0.19,,
11192141,1,,1.35381,1.18287e-06,132.813,0.000204891,0.004682,122,3.334,0.113,606.8,8.295,96.13,2.438,0.3157,1.65e+03,0.00048,,,5780.00,,4.44,,,
11410915,1,,2.74269,4.04424e-05,133.475,0.00668693,0.4083,4.71,9.875,5.777,25.54,2.619,10.03,0.9899,0.383,2.09e+03,407,,,7211.00,152.00,4.07,0.20,,
11411670,1,,1.22059,1.62646e-05,132.381,0.00482013,0.5994,1.505,4.492,2.192,25.12,2.426,11.1,1.079,0.2201,3.55e+03,1.02e+03,,,9588.00,194.00,4.16,0.26,,
11412250,1,,3.58199,0.000112103,133.208,0.0165884,0.4866,4.18,11.3,6.462,15.56,2.083,7.51,0.8792,0.3824,2.16e+03,0.0226,,,7624.00,,3.94,,,
11250587,1,,7.25696,9.65242e-06,134.023,0.000740835,0.02304,40.63,4.81,0.1283,449.2,4.618,97.92,2.087,0.4002,973,172,,,6055.00,74.00,4.47,0.19,,
11413125,1,,1.7195,2.09066e-05,132.606,0.0059357,0.0006838,8949,5.544,5.463,110,110.4,12.62,1.037,1.433,1.52e+03,0.00617,,,5780.00,,4.44,,,
11413125,2,,0.737529,9.90784e-06,131.578,0.00593039,0.03378,111.5,5.516,19.2,130.5,8.954,15.46,1.13,0.9593,2.02e+03,0.00903,,,5780.00,,4.44,,,
11413125,3,,21.1343,0.000658199,149.312,0.0228375,0.03897,1153,5.662,18.17,1737,470.2,14.2,4.123,41.99,659,0.00684,,,5780.00,,4.44,,,
11295805,4,,146.155,0.00469803,141.178,0.0184541,0.5739,9.848,5.672,1.622,158.6,24.33,7.113,2.27,3.346,507,100,,,6820.00,90.00,4.11,0.20,,
11413125,4,,8.48728,0,133.359,0,0.1,0,1.5,0,340,0,,1.833,0,893,0,,,5780.00,,4.44,,,
11413125,5,,4.67892,0.000127071,131.88,0.00796765,0.002823,2.822e+04,2.011,11.47,1853,729.8,14.07,4.268,77.18,1.09e+03,0.00986,,,5780.00,,4.44,,,
11413125,6,,1.31154,3.40338e-05,132.216,0.00408284,0.5869,9.755,0.7635,0.5293,943.5,425.9,12.35,3.249,6.402,1.67e+03,0.0144,,,5780.00,,4.44,,,
11413213,1,,0.712368,6.17307e-06,132.061,0.000704249,0.9059,0.1697,0.8972,0.1891,1860,166.3,18.11,3.371,0.6664,1.3e+03,0.00377,,,4213.00,,4.59,,,
11413213,2,,0.712398,4.6758e-06,131.804,0.000687516,0.4891,3.331,1.23,0.1383,2377,127.7,25.43,3.281,1.427,1.3e+03,0.00285,,,4213.00,,4.59,,,
11413213,3,,0.712403,0,131.566,0,0.1,0,1.5,0,1484,0,,2.517,0,1.3e+03,0,,,4213.00,,4.59,,,
11413812,1,,5.65375,1.5249e-05,131.713,0.00151925,0.5708,2.136,1.999,0.17,393.5,13.09,32.33,1.908,0.7178,1.01e+03,229,,,5973.00,97.00,4.52,0.22,,
11414465,1,,2.94191,1.79345e-05,133.112,0.00322172,0.9687,0.01709,2.471,0.229,305.3,26.98,14.66,1.668,0.1402,941,19.4,,,4863.00,71.00,4.61,0.02,,
10724372,1,,0.745095,1.11109e-05,131.817,0.0037538,0.3619,8.926,2.886,3.033,40.41,5.074,10.09,0.6568,0.4833,2.14e+03,569,,,6187.00,117.00,4.46,0.22,,
10724379,1,,0.745083,1.30475e-05,131.835,0.00384272,0.7036,1.87,2.264,1.675,64.68,10.01,8.35,0.7047,0.4229,1.79e+03,240,,,5598.00,78.00,4.58,0.15,,
10724450,1,,0.745044,1.18684e-05,131.856,0.00432805,0.2767,14.85,3.177,4.658,19.73,2.428,9.894,0.3945,0.3771,1.92e+03,401,,,5850.00,94.00,4.54,0.21,,
10724544,1,,0.745053,1.37521e-05,131.893,0.0228049,0.09996,87.12,4.738,27.65,122.5,25.03,13.72,0.948,1.875,1.87e+03,342,,,5763.00,81.00,4.55,0.20,,
10747501,1,,4.73086,6.25064e-05,135.193,0.00705519,0.7006,3.909,3.162,0.645,230.4,27.22,9.121,1.475,1.65,1.06e+03,241,,,5926.00,118.00,4.53,0.22,,
10747731,1,,122.775,0.00591968,152.885,0.0306402,0.2077,51.35,12.5,5.218,492.9,73.51,6.666,1.785,5.062,316,124,,,5310.00,82.00,4.52,0.33,,
10747731,2,,127.152,0.00986266,256.258,0.042367,0.5056,8.185,15.64,4.027,396.2,72.03,5.898,1.652,2.341,312,123,,,5310.00,82.00,4.52,0.33,,
10748390,1,,4.8878,3.25388e-07,134.588,3.12506e-05,0.2143,0.152,2.325,0.009232,4241,4.291,1364,6.488,0.05123,1.07e+03,2.38e-05,,,5780.00,,4.44,,,
10790838,1,,0.916578,7.32827e-06,131.705,0.00177821,0.0004459,5492,2.849,0.9371,336.2,72.41,15.13,0.9242,0.5402,1.02e+03,58,,,3966.00,201.00,4.75,0.02,,
10793114,1,,0.826705,1.22607e-05,131.569,0.00281296,0.7316,0.7146,2.506,0.9002,26.9,4.151,8.697,0.56,0.1449,1.94e+03,0.0096,,,5780.00,,4.44,,,
10793114,2,,417.316,0.0100704,280.133,0.0120829,0.2785,56,4.703,2.421,430.8,51.37,7.193,2.073,7.918,244,0.00196,,,5780.00,,4.44,,,
10793172,1,,12.1,0.000140132,143.044,0.00679595,0.04324,157.6,3.372,0.4562,175.9,15.2,12.5,1.106,1.707,723,169,,,5678.00,87.00,4.56,0.23,,
10814711,2,,0.695664,9.13107e-06,131.607,0.00234133,0.5609,0.8867,2.317,0.4541,12.52,1.342,12.29,1.12,0.1338,4.93e+03,1.02e+03,,,9267.00,211.00,3.87,0.25,,
10815083,1,,0.681306,9.2305e-06,131.645,0.00190602,0.3438,5.036,2.557,1.329,27.31,3.242,11.41,0.5248,0.2344,2.07e+03,0.00935,,,5780.00,,4.44,,,
10815083,2,,0.68126,1.51425e-05,131.889,0.00314452,0.7916,0.5588,1.705,0.5485,17.85,3.347,7.847,0.468,0.1284,2.07e+03,0.0153,,,5780.00,,4.44,,,
10815083,3,,24.3367,0.000582471,135.916,0.015853,0.1501,82.61,6.24,1.096,106.1,17.95,6.804,1.022,2.923,629,0.00502,,,5780.00,,4.44,,,
10860629,1,,365.881,0.0259596,154.645,0.032152,0.5389,5.939,15.07,3.679,627.8,133,6.109,1.476,2.088,161,2.93,,,4411.00,66.00,4.70,0.01,,
10861036,1,,375.323,0.0160109,134.87,0.0199757,0.06085,295.3,12.54,9.848,642.2,93.21,7.589,2.279,9.063,242,47.5,,,5760.00,111.00,4.50,0.22,,
10861170,1,,358.828,0.026732,131.532,0.0384729,0.2677,32.7,15.84,5.816,390.4,75.5,5.404,2.133,4.016,280,57.5,,,6166.00,123.00,4.41,0.19,,
10861822,1,,360.34,0.0148188,162.435,0.0181953,0.6007,1.639,15.52,2.02,792.2,91.07,8.861,2.753,0.8958,256,75.8,,,6000.00,110.00,4.51,0.25,,
10904343,1,,3.06107,3.5535e-05,132.177,0.00518433,0.01272,238.6,7.801,2.411,34.42,4.265,8.789,1.192,0.66,1.94e+03,371,,,6718.00,60.00,3.99,0.20,,
10904343,2,,1.02029,1.13384e-05,131.771,0.00290507,0.00922,418.9,3.897,3.612,33.27,3.948,11.78,1.173,0.8264,2.8e+03,535,,,6718.00,60.00,3.99,0.20,,
10904343,3,,24.0499,0.000356377,136.888,0.00958896,0.349,12.74,3.363,0.3905,146,20.73,8.506,2.487,2.289,978,187,,,6718.00,60.00,3.99,0.20,,
10904857,1,,3.12083,3.18055e-07,133.224,4.95796e-05,0.8005,0.002253,2.213,0.00545,1.748e+04,31.33,783.4,14.46,0.0246,1.29e+03,271,,,6119.00,97.00,4.49,0.20,,
10931805,1,,0.579644,1.06424e-05,131.653,0.0064206,0.3465,22.54,3.982,31.22,98.66,9.005,15.93,2.151,3.453,3.96e+03,684,,,7902.00,207.00,4.03,0.19,,
10933561,1,,31.5178,0.000181837,153.634,0.00289821,0.0409,72.42,7.631,0.6466,334,8.884,38.72,1.517,1.015,525,98.9,,,5685.00,63.00,4.57,0.20,,
10933561,2,,8.13,3.95092e-05,134.098,0.00262529,0.4162,4.658,2.002,0.1211,148.4,7.976,20.3,1.035,0.5496,824,155,,,5685.00,63.00,4.57,0.20,,
10933943,1,,4.74805,7.27715e-05,135.531,0.00783091,0.401,5.522,8.329,1.082,55.91,6.136,9.262,1.044,0.4748,1.46e+03,304,,,7022.00,142.00,4.31,0.18,,
