kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra_str,dec_str,koi_kepmag,koi_kepmag_err
10265898,K00732.03,,CANDIDATE,CANDIDATE,,0,0,0,0,5.25449393,5.613e-05,-5.613e-05,132.55624,0.00796,-0.00796,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h13m18.70s,+47d22m53.7s,15.342,
10271806,K00733.01,Kepler-224 c,CONFIRMED,CANDIDATE,,0,0,0,0,5.924993927,7.626e-06,-7.626e-06,169.71629,0.00101,-0.00101,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h23m44.23s,+47d21m27.4s,15.644,
10271806,K00733.02,Kepler-224 d,CONFIRMED,CANDIDATE,,0,0,0,0,11.34934848,2.442e-05,-2.442e-05,134.31805,0.0018,-0.0018,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h23m44.23s,+47d21m27.4s,15.644,
10984090,K00112.02,Kepler-466 c,CONFIRMED,CANDIDATE,,0,0,0,0,3.709214104,6.536e-06,-6.536e-06,133.98318,0.00143,-0.00143,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h42m35.69s,+48d29m44.0s,12.772,
10271806,K00733.03,Kepler-224 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.13295351,1.017e-05,-1.017e-05,135.67494,0.0025,-0.0025,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h23m44.23s,+47d21m27.4s,15.644,
10271806,K00733.04,Kepler-224 e,CONFIRMED,CANDIDATE,,0,0,0,0,18.64349986,6.489e-05,-6.489e-05,141.62687,0.00288,-0.00288,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h23m44.23s,+47d21m27.4s,15.644,
10272442,K00734.01,Kepler-657 b,CONFIRMED,CANDIDATE,,0,0,0,0,24.5434566,5.953e-05,-5.953e-05,187.92215,0.00188,-0.00188,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h24m47.35s,+47d18m28.1s,15.344,
10272442,K00734.02,,CANDIDATE,CANDIDATE,,0,0,0,0,70.2780911,0.0003567,-0.0003567,151.32941,0.0042,-0.0042,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h24m47.35s,+47d18m28.1s,15.344,
10287242,K00735.01,,CANDIDATE,CANDIDATE,,0,0,0,0,22.34213536,9.353e-05,-9.353e-05,171.55939,0.00268,-0.00268,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h46m46.41s,+47d23m31.7s,15.637,
10340423,K00736.01,Kepler-225 c,CONFIRMED,CANDIDATE,,0,0,0,0,18.79418506,4.465e-05,-4.465e-05,177.79426,0.00184,-0.00184,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h28m46.55s,+47d27m25.5s,15.962,
10340423,K00736.02,Kepler-225 b,CONFIRMED,CANDIDATE,,0,0,0,0,6.73893544,2.687e-05,-2.687e-05,135.28218,0.00317,-0.00317,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h28m46.55s,+47d27m25.5s,15.962,
10340423,K00736.03,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,345.98207283,,,392.1763832,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h28m46.55s,+47d27m25.5s,15.962,
10345478,K00737.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,14.49839316,1.349e-05,-1.349e-05,182.679596,0.000744,-0.000744,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h36m29.04s,+47d24m31.6s,15.684,
10358759,K00738.01,Kepler-29 b,CONFIRMED,CANDIDATE,,0,0,0,0,10.3392408,1.722e-05,-1.722e-05,170.38549,0.00123,-0.00123,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h53m23.60s,+47d29m28.4s,15.282,
2306756,K00113.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,386.6030528,0.0001369,-0.0001369,166.342079,0.000299,-0.000299,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h29m05.70s,+37d40m17.6s,12.394,
10358759,K00738.02,Kepler-29 c,CONFIRMED,CANDIDATE,,0,0,0,0,13.28689997,2.775e-05,-2.775e-05,172.11932,0.00165,-0.00165,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h53m23.60s,+47d29m28.4s,15.282,
10386984,K00739.01,Kepler-658 b,CONFIRMED,CANDIDATE,,0,0,0,0,1.287076693,1.2e-06,-1.2e-06,169.815491,0.000744,-0.000744,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,18h51m56.11s,+47d34m42.9s,15.488,
10395381,K00740.01,Kepler-659 b,CONFIRMED,CANDIDATE,,0,0,0,0,17.6717714,5.356e-05,-5.356e-05,186.3704,0.00252,-0.00252,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h10m25.96s,+47d30m34.9s,15.556,
10418797,K00741.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,23.355341391,2.817e-06,-2.817e-06,169.8339432,9.05e-05,-9.05e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h47m49.74s,+47d33m13.7s,15.278,
8672910,K00918.01,Kepler-725 b,CONFIRMED,CANDIDATE,,0,0,0,0,39.6431552,1.041e-05,-1.041e-05,206.596798,0.000202,-0.000202,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,18h55m54.60s,+44d48m41.6s,15.011,
8672910,K00918.02,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,5.71489488,1.377e-05,-1.377e-05,134.87432,0.00199,-0.00199,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,18h55m54.60s,+44d48m41.6s,15.011,
8686150,K00919.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,51.42598578,1.279e-05,-1.279e-05,173.535933,0.000196,-0.000196,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h22m33.36s,+44d48m24.4s,15.631,
8689031,K00920.01,Kepler-726 b,CONFIRMED,CANDIDATE,,0,0,0,0,21.80451611,4.733e-05,-4.733e-05,190.49737,0.00171,-0.00171,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h26m52.16s,+44d53m14.3s,15.067,
8689373,K00921.01,Kepler-253 c,CONFIRMED,CANDIDATE,,0,0,0,0,10.28194593,1.884e-05,-1.884e-05,175.33988,0.00144,-0.00144,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h27m22.08s,+44d51m29.1s,15.532,
8689373,K00921.02,Kepler-253 d,CONFIRMED,CANDIDATE,,0,0,0,0,18.11993039,3.701e-05,-3.701e-05,182.61535,0.00164,-0.00164,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h27m22.08s,+44d51m29.1s,15.532,
8689373,K00921.03,Kepler-253 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.78402867,1.076e-05,-1.076e-05,133.28133,0.00236,-0.00236,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h27m22.08s,+44d51m29.1s,15.532,
8826878,K00922.01,Kepler-727 b,CONFIRMED,CANDIDATE,,0,0,0,0,5.15448142,1.026e-05,-1.026e-05,171.6389,0.00157,-0.00157,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h39m23.25s,+45d02m03.9s,15.365,
8883593,K00923.01,Kepler-728 b,CONFIRMED,CANDIDATE,,0,0,0,0,5.743469797,7.276e-06,-7.276e-06,174.898924,0.000999,-0.000999,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h24m22.16s,+45d06m55.9s,15.543,
8951215,K00924.01,,CANDIDATE,CANDIDATE,,0,0,0,0,39.4759093,0.0001317,-0.0001317,173.31207,0.0025,-0.0025,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h24m49.93s,+45d14m39.8s,15.229,
11359879,K00128.01,Kepler-15 b,CONFIRMED,CANDIDATE,,0,0,0,0,4.942783419,2.47e-07,-2.47e-07,136.3294353,4.07e-05,-4.07e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h44m48.14s,+49d08m24.4s,13.758,
9016295,K00925.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,19.974485239,1.75e-06,-1.75e-06,171.6300909,7.08e-05,-7.08e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h18m54.60s,+45d22m03.6s,15.217,
9077124,K00926.01,Kepler-729 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.166353562,2.532e-06,-2.532e-06,170.966145,0.000631,-0.000631,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h05m26.43s,+45d24m51.4s,15.603,
9097120,K00927.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,23.899634407,4.791e-06,-4.791e-06,188.982797,0.00016,-0.00016,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h38m52.24s,+45d29m08.7s,15.453,
9140402,K00928.01,,CANDIDATE,CANDIDATE,,0,0,0,0,2.494170338,1.264e-06,-1.264e-06,170.852848,0.000426,-0.000426,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,18h59m02.26s,+45d35m56.9s,15.251,
9141746,K00929.01,Kepler-730 b,CONFIRMED,CANDIDATE,,0,0,0,0,6.491682808,1.685e-06,-1.685e-06,174.633553,0.000216,-0.000216,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h02m13.15s,+45d34m43.9s,15.649,
9141746,K00929.02,Kepler-730 c,CONFIRMED,CANDIDATE,,0,0,0,0,2.85188338,4.323e-05,-4.323e-05,132.1455,0.0133,-0.0133,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h02m13.15s,+45d34m43.9s,15.649,
9159275,K00930.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,3.044770796,4.462e-06,-4.462e-06,172.01916,0.00115,-0.00115,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h34m44.39s,+45d31m00.6s,15.621,
9166862,K00931.01,Kepler-731 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.855603916,3.68e-07,-3.68e-07,170.6787843,7.48e-05,-7.48e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h45m34.36s,+45d34m06.8s,15.272,
6365321,K01123.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,0.848483947,2.24e-07,-2.24e-07,133.585301,0.000212,-0.000212,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h28m56.83s,+41d44m21.5s,15.323,
6301035,K01124.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,11.99097576,2.12e-05,-2.12e-05,143.28437,0.00146,-0.00146,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h45m11.65s,+41d36m09.8s,14.977,
6292162,K01125.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,7.814839231,9.096e-06,-9.096e-06,357.519981,0.000793,-0.000793,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h36m06.54s,+41d40m33.5s,15.452,
6307521,K01126.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,29.7452499,0.0003323,-0.0003323,157.38519,0.00938,-0.00938,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h51m00.75s,+41d40m33.6s,15.259,
9110357,K00016.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,0.895277575,5.07e-07,-5.07e-07,133.411986,0.000504,-0.000504,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h53m22.61s,+45d24m35.7s,13.574,
5735762,K00148.03,Kepler-48 d,CONFIRMED,CANDIDATE,,0,0,0,0,42.89645024,9.431e-05,-9.431e-05,146.0613,0.00186,-0.00186,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h56m33.41s,+40d56m56.5s,13.040,
6307521,K01126.02,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,475.91706,0.02827,-0.02827,588.8926,0.0328,-0.0328,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h51m00.75s,+41d40m33.6s,15.259,
6359320,K01127.01,Kepler-269 b,CONFIRMED,CANDIDATE,,0,0,0,0,5.32667299,1.962e-05,-1.962e-05,357.12617,0.00264,-0.00264,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h20m51.64s,+41d46m33.5s,15.808,
6359320,K01127.02,Kepler-269 c,CONFIRMED,CANDIDATE,,0,0,0,0,8.1280933,0.0001107,-0.0001107,358.68367,0.00963,-0.00963,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h20m51.64s,+41d46m33.5s,15.808,
6359320,K01127.03,,CANDIDATE,CANDIDATE,,0,0,0,0,2.83668931,2.819e-05,-2.819e-05,353.81531,0.00636,-0.00636,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h20m51.64s,+41d46m33.5s,15.808,
6362874,K01128.01,Kepler-775 b,CONFIRMED,CANDIDATE,,0,0,0,0,0.974868896,7.66e-07,-7.66e-07,133.076265,0.000644,-0.000644,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h25m43.99s,+41d42m12.4s,13.507,
6272413,K01129.01,Kepler-776 b,CONFIRMED,CANDIDATE,,0,0,0,0,4.89721006,1.996e-05,-1.996e-05,133.39852,0.00331,-0.00331,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h09m05.43s,+41d38m08.0s,15.456,
8279765,K01130.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,2.757794163,7.05e-07,-7.05e-07,135.232863,0.000215,-0.000215,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,18h50m24.81s,+44d17m13.1s,15.235,
8435247,K01131.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,0.696125302,3.15e-07,-3.15e-07,354.767068,0.000318,-0.000318,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h34m09.36s,+44d29m41.7s,15.464,
8330548,K01132.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,1.914158508,1.514e-06,-1.514e-06,134.644919,0.000665,-0.000665,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,20h04m04.01s,+44d14m01.8s,14.446,
8330548,K01132.02,,FALSE POSITIVE,FALSE POSITIVE,,1,1,0,0,0.9570701,,,131.7767386,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,20h04m04.01s,+44d14m01.8s,14.446,
3835670,K00149.01,Kepler-473 b,CONFIRMED,CANDIDATE,,0,0,0,0,14.55730897,1.395e-05,-1.395e-05,145.095012,0.00076,-0.00076,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h06m31.22s,+38d56m44.2s,13.397,
8374494,K01133.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,5.251916208,5.04e-06,-5.04e-06,357.321883,0.000683,-0.000683,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h39m59.36s,+44d19m17.0s,15.756,
8414907,K01134.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,1,100.3039228,0.0004708,-0.0004708,277.0607,0.00261,-0.00261,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,18h58m04.71s,+44d27m14.2s,15.783,
8107380,K00162.01,Kepler-476 b,CONFIRMED,CANDIDATE,,0,0,0,0,14.00640392,1.731e-05,-1.731e-05,142.20885,0.001,-0.001,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h40m39.32s,+43d57m46.9s,13.837,
4150624,K01334.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,1,94.225938,0.002368,-0.002368,196.1319,0.0193,-0.0193,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h18m58.54s,+39d17m10.7s,15.454,
4155328,K01335.01,Kepler-820 b,CONFIRMED,CANDIDATE,,0,0,0,0,127.8334997,0.000404,-0.000404,293.41845,0.00249,-0.00249,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h24m04.83s,+39d13m14.4s,13.968,
4077526,K01336.01,Kepler-58 b,CONFIRMED,CANDIDATE,,0,0,0,0,10.21864532,4.518e-05,-4.518e-05,136.8622,0.00377,-0.00377,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h45m26.08s,+39d06m54.7s,14.820,
4077526,K01336.02,Kepler-58 c,CONFIRMED,CANDIDATE,,0,0,0,0,15.573637,0.0001006,-0.0001006,132.44282,0.00436,-0.00436,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h45m26.08s,+39d06m54.7s,14.820,
4077526,K01336.03,Kepler-58 d,CONFIRMED,CANDIDATE,,0,0,0,0,40.1015561,0.0002904,-0.0002904,132.71244,0.00587,-0.00587,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h45m26.08s,+39d06m54.7s,14.820,
4077526,K01336.04,,CANDIDATE,CANDIDATE,,0,0,0,0,4.45814897,2.897e-05,-2.897e-05,134.39743,0.00472,-0.00472,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h45m26.08s,+39d06m54.7s,14.820,
4243911,K01337.01,Kepler-821 b,CONFIRMED,CANDIDATE,,0,0,0,0,1.922799706,4.693e-06,-4.693e-06,134.50174,0.00199,-0.00199,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h02m28.19s,+39d22m46.3s,14.829,
4466677,K01338.01,Kepler-822 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.222975318,9.285e-06,-9.285e-06,178.0701,0.0023,-0.0023,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h29m06.27s,+39d33m00.6s,14.609,
4466677,K01338.02,,CANDIDATE,CANDIDATE,,0,0,0,0,42.0370662,0.0004278,-0.0004278,178.25006,0.00748,-0.00748,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h29m06.27s,+39d33m00.6s,14.609,
4466677,K01338.03,,CANDIDATE,CANDIDATE,,0,0,0,0,21.0112068,0.0002907,-0.0002907,132.6336,0.0115,-0.0115,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h29m06.27s,+39d33m00.6s,14.609,
6851425,K00163.01,Kepler-477 B b,CONFIRMED,CANDIDATE,,0,0,0,0,11.1199028,1.166e-05,-1.166e-05,139.753524,0.000843,-0.000843,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h12m16.22s,+42d21m19.3s,13.536,
4135665,K01339.01,Kepler-823 b,CONFIRMED,CANDIDATE,,0,0,0,0,4.16811839,1.602e-05,-1.602e-05,134.89621,0.0029,-0.0029,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,18h58m19.81s,+39d13m12.8s,14.801,
4386059,K01340.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,2.90060781,1.391e-05,-1.391e-05,179.83386,0.00435,-0.00435,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h45m44.18s,+39d26m38.6s,13.887,
4650674,K01341.01,Kepler-824 b,CONFIRMED,CANDIDATE,,0,0,0,0,4.51436096,1.371e-05,-1.371e-05,134.0293,0.00279,-0.00279,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h21m54.58s,+39d43m55.2s,14.946,
4275721,K01342.01,Kepler-825 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.77359871,1.232e-05,-1.232e-05,134.07013,0.00259,-0.00259,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h39m04.78s,+39d23m54.6s,14.207,
4275721,K01342.02,Kepler-825 c,CONFIRMED,CANDIDATE,,0,0,0,0,8.18182189,2.304e-05,-2.304e-05,134.81423,0.00208,-0.00208,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h39m04.78s,+39d23m54.6s,14.207,
4570931,K01343.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,1.544927524,2.74e-06,-2.74e-06,133.54909,0.00143,-0.00143,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h36m45.52s,+39d37m01.6s,13.643,
4136466,K01344.01,Kepler-826 b,CONFIRMED,CANDIDATE,,0,0,0,0,4.48758768,1.661e-05,-1.661e-05,133.36092,0.00319,-0.00319,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,18h59m26.43s,+39d14m26.0s,13.446,
5282049,K01545.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,5.910371418,7.05e-07,-7.05e-07,360.2852478,8.39e-05,-8.39e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h35m20.85s,+40d24m37.6s,15.169,
5282049,K01545.02,,FALSE POSITIVE,FALSE POSITIVE,,1,1,0,0,5.91039905,,,132.7277844,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h35m20.85s,+40d24m37.6s,15.169,
5475431,K01546.01,,CANDIDATE,CANDIDATE,,0,0,0,0,0.917568975,5.1e-07,-5.1e-07,133.932419,0.000454,-0.000454,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h54m03.29s,+40d38m22.6s,14.456,
5283458,K01547.01,,CANDIDATE,CANDIDATE,,0,0,0,0,30.69395532,1.556e-05,-1.556e-05,365.665214,0.000358,-0.000358,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h36m48.22s,+40d27m21.5s,15.673,
9940565,K01548.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,2.139325409,1.134e-06,-1.134e-06,135.062261,0.000418,-0.000418,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h05m01.55s,+46d53m33.6s,14.708,
8053552,K01549.01,,CANDIDATE,CANDIDATE,,0,0,0,0,29.481061268,9.6e-06,-9.6e-06,134.22446,0.000261,-0.000261,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h56m13.40s,+43d53m49.9s,15.135,
8111381,K01550.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,2.233799622,9.59e-07,-9.59e-07,134.720709,0.000346,-0.000346,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h45m27.77s,+43d54m20.1s,15.195,
5444549,K01551.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,31.13862664,3.111e-05,-3.111e-05,415.9492,0.00065,-0.00065,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h22m16.00s,+40d40m41.4s,15.821,
4178389,K00185.01,,CANDIDATE,CANDIDATE,,0,0,0,0,23.210509958,2.125e-06,-2.125e-06,134.386378,7.47e-05,-7.47e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h44m44.46s,+39d15m45.6s,14.228,
7984047,K01552.01,,CANDIDATE,CANDIDATE,,0,0,0,0,77.63424586,6.004e-05,-6.004e-05,417.153212,0.000517,-0.000517,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h55m42.22s,+43d45m01.3s,15.915,
7951018,K01553.01,Kepler-890 b,CONFIRMED,CANDIDATE,,0,0,0,0,52.75878505,3.347e-05,-3.347e-05,156.306351,0.000526,-0.000526,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h13m44.58s,+43d45m48.6s,15.182,
9899355,K01554.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,1.332564478,2.293e-06,-2.293e-06,354.58908,0.00121,-0.00121,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h40m50.65s,+46d45m26.0s,15.866,
12644774,K01555.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,41.0772969,0.0001985,-0.0001985,379.12848,0.00311,-0.00311,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h16m18.49s,+51d45m42.6s,14.907,
9902856,K01556.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,135.9121619,0.0002195,-0.0002195,277.33,0.00118,-0.00118,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h45m40.22s,+46d43m55.3s,15.535,
5371776,K01557.01,Kepler-304 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.295701024,1.921e-06,-1.921e-06,133.966333,0.00046,-0.00046,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h37m46.02s,+40d33m27.3s,14.840,
5371776,K01557.02,Kepler-304 d,CONFIRMED,CANDIDATE,,0,0,0,0,9.65349016,1.43e-05,-1.43e-05,134.85555,0.00115,-0.00115,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h37m46.02s,+40d33m27.3s,14.840,
5371776,K01557.03,Kepler-304 c,CONFIRMED,CANDIDATE,,0,0,0,0,5.315954488,6.638e-06,-6.638e-06,132.43002,0.00102,-0.00102,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h37m46.02s,+40d33m27.3s,14.840,
5371776,K01557.04,Kepler-304 e,CONFIRMED,CANDIDATE,,0,0,0,0,1.499144441,3.838e-06,-3.838e-06,133.07022,0.0021,-0.0021,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,19h37m46.02s,+40d33m27.3s,14.840,
