star_name,hip_name,hd_name,gj_name,tm_name,st_exocatflag,st_coronagflag,st_starshadeflag,st_wfirstflag,st_lbtiflag,st_rvflag,st_ppnum,rastr,decstr,st_dist,st_disterr1,st_disterr2,st_vmag,st_vmagerr,st_vmagsrc,st_bmv,st_bmverr,st_bmvsrc,st_spttype,st_lbol,st_lbolerr,st_lbolsrc
HIP 3185,HIP 3185,HD 3795,GJ 27.2,2MASS J00403279-2348172,1,0,0,0,0,0,0,00h40m32.40s,-23d48m14.4s,28.89,0.29,-0.29,6.140,0.010,G,0.720,0.010,G,G3/5V,2.760,0.110,B-V
HIP 3203 A,HIP 3203 A,HD 3821,GJ 9020 A,2MASS J00404747-0713574,1,0,0,0,0,0,0,00h40m47.48s,-07d13m56.6s,26.50,0.54,-0.52,7.020,0.010,G,0.620,0.020,G,G2/3V,0.980,0.060,V-K
HIP 3206,HIP 3206,HD 3765,GJ 28,2MASS J00404929+4011133,1,0,0,0,0,0,0,00h40m49.00s,+40d11m19.7s,17.33,0.18,-0.17,7.360,0.010,G,0.940,0.020,G,K2V,0.370,0.050,V-K
HIP 3261,HIP 3261,,GJ 1016,2MASS J00413051-3337317,1,0,0,0,0,0,0,00h41m30.72s,-33d37m29.8s,19.53,0.81,-0.75,10.530,0.010,Koen,1.440,0.010,Koen,,0.060,0.110,V-K
HIP 3362,HIP 3362,,GJ 29.1,2MASS J00424820+3532554,1,0,0,0,0,0,0,00h42m48.06s,+35d32m55.0s,23.30,1.75,-1.52,10.440,0.230,VT,1.540,0.230,BVT-G-Red,M1Ve+...,0.120,0.440,V-K
HIP 3378,HIP 3378,,,2MASS J00425668+2239350,1,0,0,0,0,0,0,00h42m56.51s,+22d39m34.5s,28.93,2.86,-2.39,11.550,0.010,G,1.440,0.020,G,M1,0.050,0.220,V-K
HIP 3418,HIP 3418,,GJ 30,2MASS J00433289+3350412,1,0,0,0,0,0,0,00h43m33.00s,+33d50m43.6s,20.57,0.42,-0.40,8.730,0.010,G,1.130,0.020,G,K8,0.200,0.060,V-K
HIP 3419,HIP 3419,HD 4128,GJ 31,2MASS J00433536-1759117,1,1,0,0,0,0,0,00h43m35.23s,-17d59m12.1s,29.53,,,2.020,0.020,VT-G,1.040,0.020,BVT-G-Red,K0III,151.950,0.060,V-K
HD 4308,HIP 3497,HD 4308,GJ 31.5,2MASS J00443925-6538581,1,0,0,0,0,1,1,00h44m39.04s,-65d38m51.8s,22.06,0.22,-0.22,6.550,0.000,G,0.660,0.010,G,G5V,1.070,0.030,V-K
HIP 3505,HIP 3505,HD 4247,GJ 31.3,2MASS J00444439-2200219,1,0,0,0,0,0,0,00h44m44.44s,-22d00m22.8s,26.75,0.27,-0.26,5.220,0.020,VT,0.320,0.020,BVT-G-Blue,F0V,4.850,0.040,V-K
HIP 3535,HIP 3535,HD 4256,GJ 31.4,2MASS J00450489+0147077,1,0,0,0,0,0,0,00h45m04.92s,+01d47m12.9s,21.57,0.22,-0.21,8.000,0.010,Koen,1.020,0.010,Koen,K3V,0.320,0.050,V-K
HIP 3583,HIP 3583,HD 4391,GJ 1021,2MASS J00454561-4733072,1,0,0,0,0,0,0,00h45m45.43s,-47d33m07.8s,15.16,0.15,-0.15,5.800,0.000,G,0.640,0.000,G,G1V,0.980,0.020,V-K
HIP 3588 A,HIP 3588 A,HD 4378 A,GJ 32 A,2MASS J00454828-4154330,1,0,0,0,0,0,0,00h45m48.05s,-41d54m32.4s,15.82,0.32,-0.31,7.880,0.010,Koen,1.260,0.010,Koen,K5/M0V,0.200,0.110,B-V
HIP 3645,HIP 3645,HD 4449,,2MASS J00464052-0425371,1,0,0,0,0,0,0,00h46m40.52s,-04d25m35.1s,28.76,2.50,-2.13,7.570,0.000,G,0.820,0.010,G,K0/1V,0.790,0.180,V-K
HIP 3757,HIP 3757,,,2MASS J00481333-0508074,1,0,0,0,0,0,0,00h48m13.23s,-05d08m06.6s,23.77,2.35,-1.96,12.050,0.020,G,1.510,0.020,G,M2.5V,0.030,0.240,V-K
HIP 3765,HIP 3765,HD 4628,GJ 33,2MASS J00482303+0516497,1,1,1,1,1,1,0,00h48m22.53s,+05d17m00.2s,7.45,,,5.740,0.010,G,0.890,0.010,G,K1V,0.300,0.050,V-K
HIP 3810,HIP 3810,HD 4676,GJ 34.1,2MASS J00485869+1656266,1,0,0,0,0,0,0,00h48m58.71s,+16d56m28.1s,23.45,0.24,-0.23,5.060,0.020,VT,0.500,0.000,G,F8V...,4.490,0.100,B-V
HIP 3813,HIP 3813,,GJ 3059,2MASS J00490173-5008419,1,0,0,0,0,0,0,00h49m01.48s,-50d08m39.8s,21.59,0.90,-0.83,10.730,0.010,Koen,1.460,0.010,Koen,M2,0.060,0.140,V-K
HIP 3821 A,HIP 3821 A,HD 4614,GJ 34 A,2MASS J00490622+5748545,1,1,1,1,0,1,0,00h49m05.10s,+57d48m59.6s,5.94,0.06,-0.06,3.450,0.020,VT,0.570,0.020,BVT-Red,G3V,1.310,0.060,V-K
HIP 3829,HIP 3829,,GJ 35,2MASS J00490996+0523173,1,0,0,0,0,0,0,00h49m09.18s,+05d23m42.7s,4.30,,,12.370,0.000,G,0.550,0.000,G,DZ7,0.000,0.030,V-K
HIP 3850,HIP 3850,HD 4747,GJ 36,2MASS J00492678-2312447,1,0,0,0,0,0,0,00h49m26.44s,-23d12m46.0s,18.69,0.19,-0.19,7.160,0.010,Koen,0.770,0.010,Koen,G8/K0V,0.470,0.040,V-K
HIP 3876,HIP 3876,HD 4635,,2MASS J00494647+7026583,1,0,0,0,0,0,0,00h49m45.84s,+70d26m56.4s,21.63,0.22,-0.21,7.730,0.020,VT,0.900,0.020,G,K0,0.400,0.060,V-K
HIP 3879,HIP 3879,HD 4838,,2MASS J00494831-5435357,1,0,0,0,0,0,0,00h49m48.23s,-54d35m36.1s,28.71,1.20,-1.10,9.500,0.050,VT,1.160,0.010,G,K4V,0.190,0.130,V-K
HIP 3909,HIP 3909,HD 4813,GJ 37,2MASS J00500759-1038394,1,0,1,0,0,0,0,00h50m07.72s,-10d38m37.6s,15.75,0.16,-0.16,5.160,0.020,VT,0.510,0.010,G,F7V,1.850,0.100,B-V
HIP 3937 A,HIP 3937 A,,GJ 3060 A,2MASS J00503319+2449009 A,1,0,0,0,0,0,0,00h50m33.12s,+24d49m00.6s,11.85,0.76,-0.67,12.150,0.010,Koen,1.630,0.010,Koen,M3Vkee,0.010,0.160,V-K
HIP 3979,HIP 3979,HD 4915,,2MASS J00511082-0502213,1,0,0,0,0,0,0,00h51m10.69s,-05d02m20.4s,21.52,0.22,-0.21,6.960,0.020,VT,0.660,0.010,G,G5V,0.700,0.060,V-K
HIP 3998,HIP 3998,HD 4913,GJ 39,2MASS J00512173+1844218,1,0,0,0,0,0,0,00h51m21.72s,+18d44m23.6s,21.37,0.66,-0.62,9.240,0.060,VT,1.190,0.000,G,K2,0.150,0.150,V-K
HIP 4012,HIP 4012,,GJ 38,2MASS J00512963+5818071,1,0,0,0,0,0,0,00h51m28.10s,+58d18m03.8s,18.51,0.97,-0.88,10.660,0.010,G,1.360,0.020,G,M2,0.040,0.120,V-K
HIP 4022,HIP 4022,HD 4967,GJ 40 A,2MASS J00513400-2254361,1,0,0,0,0,0,0,00h51m33.63s,-22d54m33.8s,15.63,0.32,-0.31,8.950,0.010,Koen,1.300,0.010,Koen,K5V,0.120,0.060,V-K
HIP 4067,HIP 4067,,,2MASS J00520936+0648108,1,0,0,0,0,0,0,00h52m09.34s,+06d48m11.0s,27.51,2.72,-2.27,11.800,0.020,G,1.470,0.030,G,K7,0.040,0.220,V-K
HIP 4148,HIP 4148,HD 5133,GJ 42,2MASS J00530108-3021249,1,0,0,0,0,0,0,00h53m00.72s,-30d21m25.2s,14.17,0.14,-0.14,7.150,0.000,G,0.940,0.010,G,K2V,0.310,0.040,V-K
HIP 4151,HIP 4151,HD 5015,GJ 41,2MASS J00530419+6107262,1,1,0,0,0,0,0,00h53m04.28s,+61d07m24.8s,18.74,0.19,-0.19,4.800,0.010,G,0.540,0.010,G,F8V,3.660,0.050,V-K
HIP 4189,HIP 4189,,,2MASS J00532386-4114185,1,0,0,0,0,0,0,00h53m23.84s,-41d14m16.8s,23.98,6.76,-4.32,11.910,0.010,Koen,1.540,0.010,Koen,M1V,0.030,0.550,B-V
HIP 4223,HIP 4223,,,2MASS J00535321+4556404,1,0,0,0,0,0,0,00h53m53.00s,+45d56m39.8s,26.81,1.71,-1.52,11.110,0.010,G,1.440,0.020,G,M2,0.060,0.160,V-K
HIP 4290,HIP 4290,HD 5294,GJ 42.1,2MASS J00545929+2406013,1,0,0,0,0,0,0,00h54m59.39s,+24d06m02.5s,29.06,0.59,-0.57,7.400,0.020,VT,0.650,0.020,BVT-Red,G5,0.840,0.120,B-V
HIP 4443,HIP 4443,,,2MASS J00565040-1135201,1,0,0,0,0,0,0,00h56m50.55s,-11d35m17.7s,24.77,1.86,-1.62,11.120,0.010,Koen,1.470,0.010,Koen,,0.060,0.170,V-K
HIP 4454,HIP 4454,HD 5351,GJ 3066,2MASS J00570437+6902363,1,0,0,0,0,0,0,00h57m03.25s,+69d02m38.5s,24.45,0.50,-0.48,9.120,0.020,G,1.030,0.020,G,K4V,0.180,0.070,V-K
HIP 4468,HIP 4468,,,2MASS J00571629-5135048,1,0,0,0,0,0,0,00h57m16.17s,-51d35m03.5s,29.14,1.86,-1.65,10.770,0.010,G,1.300,0.020,G,M0,0.090,0.150,V-K
HIP 4473,HIP 4473,HD 5633,GJ 45,2MASS J00571972-6214444,1,0,0,0,0,0,0,00h57m18.46s,-62d14m45.3s,19.66,0.40,-0.39,9.500,0.000,G,1.300,0.010,G,M0V,0.110,0.050,V-K
HIP 4569,HIP 4569,,GJ 46,2MASS J00582789-2751251,1,0,0,0,0,0,0,00h58m27.08s,-27d51m22.7s,12.35,0.51,-0.47,11.770,0.000,G,1.560,0.000,G,,0.020,0.130,V-K
HIP 4845,HIP 4845,,GJ 3072,2MASS J01022113-1025256,1,0,0,0,0,0,1,01h02m21.12s,-10d25m24.3s,20.38,0.85,-0.78,9.990,0.010,Koen,1.400,0.010,Koen,K7V,0.090,0.100,V-K
HIP 4849 A,HIP 4849 A,HD 6101,GJ 3071,2MASS J01022459+0503413 A,1,0,0,0,0,0,0,01h02m24.37s,+05d03m39.3s,21.14,0.65,-0.62,8.130,0.010,Koen,1.040,0.010,Koen,K2V,0.330,0.070,V-K
HIP 4856,HIP 4856,,GJ 48,2MASS J01023213+7140475,1,0,0,0,0,0,0,01h02m28.99s,+71d40m50.7s,8.24,0.08,-0.08,9.980,0.040,G,1.500,0.060,G,M3.5e,0.030,0.110,V-K
Gl 49,HIP 4872,,GJ 49,2MASS J01023895+6220422,1,0,0,0,0,0,1,01h02m37.95s,+62d20m41.4s,9.96,0.20,-0.20,9.560,0.020,G,1.460,0.030,G,K5V...,0.050,0.110,V-K
HIP 4907,HIP 4907,HD 5996,,2MASS J01025720+6913374,1,0,0,0,0,0,0,01h02m56.85s,+69d13m38.7s,25.50,0.26,-0.25,7.670,0.000,G,0.760,0.010,G,G5,0.530,0.040,V-K
HIP 4927 A,HIP 4927 A,,GJ 1026 A,2MASS J01031408+2005523 A,1,0,0,0,0,0,0,01h03m13.74s,+20d05m51.8s,16.23,0.85,-0.77,11.360,0.010,Koen,1.600,0.010,Koen,M,0.040,0.160,V-K
HIP 4967,HIP 4967,,,2MASS J01034013+4051288,1,0,0,0,0,0,0,01h03m40.03s,+40d51m30.7s,29.90,2.25,-1.96,10.960,0.250,VT,1.400,0.250,BVT-Red,M,0.090,0.470,V-K
HIP 5027,HIP 5027,HD 6378,GJ 9036,2MASS J01042416-2536178,1,0,0,0,0,0,0,01h04m24.17s,-25d36m15.2s,24.00,1.53,-1.36,9.780,0.000,G,1.190,0.010,G,K4/5V,0.110,0.140,V-K
HIP 5041,HIP 5041,,,2MASS J01043239+2607125,1,0,0,0,0,0,0,01h04m32.25s,+26d07m12.5s,29.28,1.54,-1.39,10.020,0.010,G,1.280,0.020,G,K5,0.140,0.130,V-K
HIP 5110 A,HIP 5110 A,HD 6440 A,GJ 9038 A,2MASS J01052991+1523247,1,0,0,0,0,0,0,01h05m29.91s,+15d23m25.9s,26.43,1.10,-1.02,9.120,0.060,VT,1.100,0.060,BVT-Red,K2V,0.210,0.150,V-K
HIP 5215,HIP 5215,,GJ 1030,2MASS J01064151+1516229,1,0,0,0,0,0,0,01h06m41.58s,+15d16m24.3s,22.11,1.16,-1.05,11.400,0.010,Koen,1.510,0.010,Koen,M3,0.050,0.150,V-K
HIP 5224,HIP 5224,HD 6673,GJ 52.1,2MASS J01064747-5059219,1,0,0,0,0,0,0,01h06m46.98s,-50d59m22.1s,29.27,0.91,-0.85,8.840,0.010,G,0.930,0.010,G,K2V,0.280,0.070,V-K
HIP 5247,HIP 5247,,GJ 52,2MASS J01070794+6356284,1,0,0,0,0,0,0,01h07m06.14s,+63d56m26.0s,14.93,0.30,-0.29,9.000,0.000,G,1.290,0.010,G,K7V,0.110,0.050,V-K
HIP 5260,HIP 5260,,GJ 3074,2MASS J01071358-3225466,1,0,0,0,0,0,0,01h07m13.60s,-32d25m45.5s,27.91,1.78,-1.58,10.810,0.190,VT,1.400,0.010,G,,0.100,0.380,V-K
HIP 5286,HIP 5286,HD 6660,GJ 53.1 A,2MASS J01073785+2257189,1,0,0,0,0,0,0,01h07m37.81s,+22d57m22.2s,21.05,0.43,-0.41,8.360,0.010,Koen,1.140,0.010,Koen,K4V,0.260,0.060,V-K
HIP 5336,HIP 5336,HD 6582,GJ 53 A,2MASS J01081597+5455148 A,1,1,1,0,0,0,0,01h08m12.92s,+54d55m27.2s,7.55,0.08,-0.07,5.170,0.000,G,0.700,0.000,G,G5Vp,0.460,0.100,B-V
HIP 5369,HIP 5369,,GJ 53.2,2MASS J01084037+1714348,1,0,0,0,0,0,0,01h08m40.40s,+17d14m38.5s,28.06,1.17,-1.08,10.560,0.010,G,1.260,0.010,G,K6,0.090,0.100,V-K
HIP 5410,HIP 5410,,GJ 1032,2MASS J01091250-2441209,1,0,0,0,0,0,0,01h09m12.31s,-24d41m21.1s,22.58,1.70,-1.48,12.250,0.010,Koen,1.530,0.010,Koen,M2V:,0.030,0.190,V-K
HIP 5496,HIP 5496,,GJ 54,2MASS J01102281-6726425,1,0,0,0,0,0,0,01h10m22.31s,-67d26m46.8s,8.19,0.17,-0.16,9.820,0.010,Koen,1.540,0.010,Koen,K,0.040,0.110,V-K
HIP 5521,HIP 5521,HD 6963,,2MASS J01104192+4255547,1,0,0,0,0,0,0,01h10m42.03s,+42d55m56.3s,27.08,0.55,-0.53,7.660,0.020,VT,0.730,0.020,BVT-Red,K0,0.600,0.070,V-K
YZ Cet,HIP 5643,,GJ 54.1,2MASS J01123052-1659570,1,0,0,0,0,0,3,01h12m29.90s,-17d00m01.9s,3.72,,,12.070,0.010,Koen,1.810,0.010,Koen,M4.0V,0.000,0.090,V-K
HIP 5663,HIP 5663,HD 7279,,2MASS J01124611-2514082,1,0,0,0,0,0,0,01h12m46.05s,-25d14m08.3s,22.66,0.70,-0.66,9.550,0.060,VT,1.270,0.000,G,K4V,0.140,0.150,V-K
HIP 5763,HIP 5763,,,2MASS J01135887+1629404,1,0,0,0,0,0,0,01h13m58.86s,+16d29m40.8s,29.27,1.22,-1.13,9.820,0.010,G,1.220,0.020,G,K5,0.160,0.100,V-K
HIP 5799,HIP 5799,HD 7439,GJ 54.2 A,2MASS J01142403-0755222,1,0,0,0,0,0,0,01h14m23.97s,-07d55m24.6s,23.39,0.24,-0.23,5.140,0.020,VT,0.450,0.020,G,F3V,4.090,0.100,B-V
GJ 3082,HIP 5812,,GJ 3082,2MASS J01143421-5356316,1,0,0,0,0,0,1,01h14m34.09s,-53d56m34.3s,16.56,0.51,-0.48,11.080,0.010,Koen,1.510,0.010,Koen,M4,0.030,0.230,V-K
HIP 5842 C,HIP 5842 C,HD 7693 C,GJ 55.1 A,2MASS J01150082-6849081 C,1,0,0,0,0,0,0,01h15m00.32s,-68d49m08.7s,21.65,0.44,-0.42,7.240,0.010,Koen,0.980,0.010,Koen,K2V,0.530,0.060,V-K
HIP 5862,HIP 5862,HD 7570,GJ 55,2MASS J01151112-4531540,1,1,1,0,0,0,0,01h15m10.57s,-45d31m55.5s,15.11,,,4.960,0.020,VT,0.570,0.010,G,G0V,2.070,0.060,V-K
HIP 5896 A,HIP 5896 A,HD 7788,GJ 55.3 A,2MASS J01154602-6852331 A,1,0,0,0,0,0,0,01h15m45.50s,-68d52m34.5s,20.96,0.21,-0.21,4.950,0.020,VT-G,0.450,0.020,BVT-G-Blue,F5V,3.990,0.060,V-K
HIP 5938,HIP 5938,HD 7661,,2MASS J01162417-1205493,1,0,0,0,0,0,0,01h16m24.12s,-12d05m49.2s,25.91,0.53,-0.51,7.550,0.020,VT,0.770,0.020,BVT-Red,K0V,0.620,0.070,V-K
HIP 5944,HIP 5944,HD 7590,,2MASS J01162926+4256219,1,0,0,0,0,0,0,01h16m29.34s,+42d56m22.2s,23.20,0.23,-0.23,6.590,0.020,VT,0.580,0.020,BVT-Red,G0,1.100,0.050,V-K
HIP 5957,HIP 5957,,GJ 55.2,2MASS J01163929+2519535,1,0,0,0,0,0,0,01h16m39.08s,+25d19m54.2s,23.64,0.98,-0.91,10.070,0.010,Koen,1.380,0.010,Koen,K5,0.110,0.110,V-K
HIP 5985,HIP 5985,HD 7727,,2MASS J01165898-0216446,1,0,0,0,0,0,0,01h16m58.86s,-02d16m43.7s,29.88,0.30,-0.30,6.530,0.020,VT,0.560,0.010,G,G2V,1.910,0.050,V-K
HIP 6005,HIP 6005,,GJ 1036,2MASS J01171538-3542569,1,0,0,0,0,0,0,01h17m15.34s,-35d42m55.7s,16.21,1.03,-0.92,11.280,0.010,Koen,1.530,0.010,Koen,,0.030,0.160,V-K
HIP 6008,HIP 6008,,,2MASS J01171569-1315477,1,0,0,0,0,0,0,01h17m15.51s,-13d15m47.9s,23.38,1.49,-1.32,10.800,0.000,G,1.450,0.010,G,M1,0.080,0.170,V-K
HIP 6069,HIP 6069,,GJ 3084,2MASS J01175325+0528256,1,0,0,0,0,0,0,01h17m53.20s,+05d28m31.7s,20.48,5.78,-3.69,11.020,0.000,G,1.480,0.010,G,M2V:,0.050,0.550,V-K
HIP 6097,HIP 6097,,GJ 56.1,2MASS J01181599-1253581,1,0,0,0,0,0,0,01h18m15.91s,-12d53m53.5s,22.12,1.92,-1.64,11.800,0.010,Koen,1.470,0.010,Koen,M,0.040,0.210,V-K
HIP 6130,HIP 6130,HD 7895,GJ 56.3 A,2MASS J01184107-0052030,1,0,0,0,0,0,0,01h18m40.85s,-00d52m01.1s,26.49,0.82,-0.77,8.000,0.010,G,0.780,0.020,G,K0V,0.450,0.070,V-K
HIP 6290,HIP 6290,,,2MASS J01204075+5719404,1,0,0,0,0,0,0,01h20m41.06s,+57d19m36.7s,20.09,0.84,-0.77,10.360,0.010,G,1.340,0.020,G,K6V:,0.060,0.110,V-K
HIP 6339,HIP 6339,,,2MASS J01212816+3120290,1,0,0,0,0,0,0,01h21m27.88s,+31d20m29.9s,28.42,0.88,-0.83,8.460,0.030,VT,0.920,0.010,G,K2V,0.360,0.110,V-K
HIP 6342,HIP 6342,,,2MASS J01212932+2419500,1,0,0,0,0,0,0,01h21m29.16s,+24d19m50.0s,25.95,1.95,-1.70,10.700,0.010,G,1.420,0.020,G,M2,0.080,0.170,V-K
HIP 6344,HIP 6344,,GJ 56.4,2MASS J01213098+8009063,1,0,0,0,0,0,0,01h21m29.95s,+80d09m07.2s,23.87,0.49,-0.47,9.670,0.020,G,1.290,0.030,G,K8,0.130,0.080,V-K
HIP 6351,HIP 6351,,GJ 57,2MASS J01213447-4139226,1,0,0,0,0,0,0,01h21m33.63s,-41d39m19.1s,16.71,0.52,-0.49,10.130,0.010,Koen,1.400,0.010,Koen,K5,0.060,0.070,V-K
HIP 6365,HIP 6365,,GJ 3090,2MASS J01214538-4642518,1,0,0,0,0,0,0,01h21m45.48s,-46d42m51.1s,22.37,1.43,-1.27,11.400,0.010,Koen,1.490,0.010,Koen,M3,0.050,0.310,V-K
HD 7924,HIP 6379,HD 7924,GJ 56.5,2MASS J01215911+7642372,1,0,0,0,0,1,3,01h21m59.20s,+76d42m37.3s,16.81,0.17,-0.17,7.170,0.020,VT,0.830,0.010,G,K0,0.390,0.050,V-K
HD 8326,HIP 6390,HD 8326,GJ 3091 A,2MASS J01220762-2653348,1,0,0,0,0,0,1,01h22m07.65s,-26d53m33.2s,29.56,0.91,-0.86,8.760,0.030,VT,0.970,0.010,G,K2V,0.310,0.100,V-K
HIP 6405,HIP 6405,HD 8262,,2MASS J01221778+1840576,1,0,0,0,0,0,0,01h22m17.53s,+18d40m57.8s,25.79,0.26,-0.26,6.970,0.020,VT,0.630,0.010,G,G3V,0.980,0.050,V-K
HIP 6414,HIP 6414,,,2MASS J01222302-3312510,1,0,0,0,0,0,0,01h22m22.82s,-33d12m48.6s,24.59,1.29,-1.17,10.300,0.010,G,1.300,0.020,G,,0.090,0.120,V-K
HIP 6626 A,HIP 6626 A,,GJ 1038,2MASS J01250179-3251041 A,1,0,0,0,0,0,0,01h25m01.65s,-32d51m05.3s,25.14,1.05,-0.97,9.800,0.020,G,1.420,0.030,G,,0.180,0.110,V-K
HIP 6706,HIP 6706,HD 8723,,2MASS J01261526+1910205,1,0,0,0,0,0,0,01h26m15.28s,+19d10m20.4s,25.21,0.25,-0.25,5.340,0.020,VT,0.370,0.020,BVT-Blue,F2V:var,3.870,0.100,B-V
HIP 6762,HIP 6762,HD 8828,,2MASS J01270152-0009269,1,0,0,0,0,0,0,01h27m01.37s,-00d09m24.2s,29.35,0.91,-0.85,7.930,0.020,VT,0.740,0.010,G,G8V,0.560,0.090,V-K
HIP 6813,HIP 6813,HD 8799,,2MASS J01273935+4524243,1,0,0,0,0,0,0,01h27m39.09s,+45d24m25.0s,28.62,0.29,-0.28,4.820,0.020,VT,0.420,0.010,G,F5IV,8.140,0.060,V-K
HIP 6917,HIP 6917,HD 8997,GJ 58.2,2MASS J01290489+2143234,1,0,0,0,0,0,0,01h29m04.61s,+21d43m25.0s,23.74,0.48,-0.47,7.740,0.010,G,0.970,0.010,G,K2V,0.530,0.050,V-K
HIP 7078,HIP 7078,HD 9021,,2MASS J01311375+7015526,1,0,0,0,0,0,0,01h31m13.52s,+70d15m53.2s,28.98,0.29,-0.29,5.820,0.020,VT,0.460,0.020,BVT-Red,F6V,3.370,0.110,B-V
HIP 7170,HIP 7170,,GJ 3098,2MASS J01322625-2154172,1,0,0,0,0,0,0,01h32m26.57s,-21d54m10.7s,17.86,0.55,-0.52,11.160,0.010,Koen,1.510,0.010,Koen,,0.040,0.130,V-K
HIP 7235,HIP 7235,HD 9540,GJ 59 A,2MASS J01331578-2410405,1,0,0,0,0,0,0,01h33m15.63s,-24d10m39.3s,19.05,0.19,-0.19,6.960,0.010,Koen,0.760,0.010,Koen,K0V,0.570,0.040,V-K
HIP 7276,HIP 7276,HD 9562,GJ 59.2,2MASS J01334282-0701311,1,0,0,0,0,0,0,01h33m42.73s,-07d01m30.5s,29.52,0.30,-0.29,5.750,0.000,G,0.640,0.010,G,G3V,3.900,0.030,V-K
HIP 7339,HIP 7339,HD 9407,GJ 59.1,2MASS J01343317+6856535,1,0,0,0,0,1,0,01h34m33.88s,+68d56m52.3s,20.66,0.21,-0.20,6.520,0.020,VT,0.690,0.000,G,G6V,0.970,0.040,V-K
HIP 7372 A,HIP 7372 A,HD 9770,GJ 60 A,2MASS J01350102-2954373 A,1,0,0,0,0,0,0,01h35m00.96s,-29d54m38.0s,21.63,1.63,-1.42,7.100,0.010,Koen,0.930,0.010,Koen,K1V,0.790,0.160,V-K
ups And,HIP 7513,HD 9826,GJ 61 A,2MASS J01364784+4124200,1,1,1,0,1,1,3,01h36m47.98s,+41d24m23.0s,13.49,,,4.090,0.020,VT,0.540,0.010,G,F8V,3.640,0.060,V-K
HIP 7554,HIP 7554,,GJ 3102,2MASS J01372081-4911443,1,0,0,0,0,0,0,01h37m20.38s,-49d11m45.4s,22.49,0.70,-0.66,10.390,0.010,Koen,1.440,0.010,Koen,M:,0.090,0.090,V-K
HIP 7576,HIP 7576,HD 10008,,2MASS J01373545-0645375,1,0,0,0,0,0,0,01h37m35.37s,-06d45m36.7s,23.95,0.49,-0.47,7.660,0.020,VT,0.800,0.000,G,K0/1V,0.500,0.070,V-K
HIP 7585,HIP 7585,HD 9986,,2MASS J01374088+1204421,1,0,0,0,0,0,0,01h37m40.81s,+12d04m42.1s,25.63,0.52,-0.50,6.760,0.020,VT,0.670,0.020,BVT-Red,G5V,1.170,0.060,V-K
HIP 7601,HIP 7601,HD 10800,GJ 67.1,2MASS J01375558-8258296,1,0,0,0,0,0,0,01h37m54.98s,-82d58m31.0s,27.38,0.28,-0.27,5.880,0.020,VT,0.620,0.010,G,G1/2V,2.980,0.050,V-K
HIP 7646,HIP 7646,,GJ 3103,2MASS J01382998+0039059,1,0,0,0,0,0,0,01h38m29.64s,+00d39m04.3s,20.23,1.29,-1.15,11.560,0.010,Koen,1.520,0.010,Koen,K:,0.040,0.170,V-K
HIP 7734,HIP 7734,HD 10086,GJ 65.1,2MASS J01393600+4552401,1,0,0,0,0,0,0,01h39m35.84s,+45d52m42.0s,21.37,0.22,-0.21,6.610,0.020,VT,0.690,0.000,G,G5IV,0.960,0.050,V-K
HIP 7748,HIP 7748,,,2MASS J01394569+7342324,1,0,0,0,0,0,0,01h39m45.42s,+73d42m33.3s,26.34,0.81,-0.77,9.830,0.060,VT,1.180,0.060,BVT-Red,,0.140,0.130,V-K
HIP 7751 B,HIP 7751 B,HD 10360,GJ 66 B,2MASS J01394755-5611471,1,0,1,0,0,0,0,01h39m47.24s,-56d11m47.2s,7.82,0.16,-0.15,5.680,0.020,VT,0.860,0.020,BVT-G-Red,K0/4,0.340,0.110,B-V
HIP 7765,HIP 7765,HD 10182,,2MASS J01395610+1515336,1,0,0,0,0,0,0,01h39m55.99s,+15d15m34.0s,12.20,4.29,-2.52,9.090,0.050,VT,1.250,0.050,BVT-Red,K0,0.050,0.690,V-K
HIP 7918,HIP 7918,HD 10307,GJ 67,2MASS J01414714+4236483,1,1,1,1,0,0,0,01h41m46.52s,+42d36m49.7s,12.74,0.13,-0.13,4.960,0.000,G,0.620,0.000,G,G2V,1.490,0.050,V-K
HD 10647,HIP 7978,HD 10647,GJ 3109,2MASS J01422932-5344271,1,0,1,0,0,1,1,01h42m29.15s,-53d44m26.1s,17.43,,,5.520,0.020,VT,0.530,0.020,BVT-Red,F8V,1.640,0.100,B-V
HIP 7981,HIP 7981,HD 10476,GJ 68,2MASS J01422977+2016073,1,1,1,1,1,1,0,01h42m29.95s,+20d16m12.5s,7.53,,,5.240,0.010,G,0.840,0.010,G,K1V,0.470,0.050,V-K
HIP 57,HIP 57,HD 224789,,2MASS J00004029-6940335,1,0,0,0,0,0,0,00h00m40.39s,-69d40m32.9s,29.87,0.61,-0.59,8.240,0.020,VT,0.880,0.020,BVT-Red,K2V,0.460,0.070,V-K
HIP 169 A,HIP 169 A,HD 224953,GJ 1294 A,2MASS J00020875-6816509,1,0,0,0,0,0,0,00h02m08.41s,-68d16m48.7s,15.33,0.47,-0.45,9.240,0.010,Koen,1.410,0.010,Koen,K5/M0V,0.080,0.120,B-V
HIP 171,HIP 171,HD 224930,GJ 914 A,2MASS J00021014+2704570 A,1,0,1,0,0,0,0,00h02m09.65s,+27d05m04.2s,12.17,0.38,-0.35,5.800,0.010,G,0.690,0.020,G,G3V,0.700,0.090,V-K
