star_name,hip_name,hd_name,gj_name,tm_name,st_exocatflag,st_coronagflag,st_starshadeflag,st_wfirstflag,st_lbtiflag,st_rvflag,st_ppnum,rastr,decstr,st_dist,st_disterr1,st_disterr2,st_vmag,st_vmagerr,st_vmagsrc,st_bmv,st_bmverr,st_bmvsrc,st_spttype,st_lbol,st_lbolerr,st_lbolsrc
HIP 263,HIP 263,,,2MASS J00031900+0441128,1,0,0,0,0,0,0,00h03m19.02s,+04d41m13.7s,29.21,2.89,-2.41,12.040,0.010,G,1.470,0.020,G,M1,0.040,0.250,V-K
HIP 375,HIP 375,,,2MASS J00044018+3416199,1,0,0,0,0,0,0,00h04m40.15s,+34d16m17.4s,28.97,193.88,-13.48,9.080,,Hp-VI-red,,,,,0.160,,V
HIP 400,HIP 400,HD 225261,GJ 3003,2MASS J00045634+2316106,1,0,0,0,0,0,0,00h04m56.08s,+23d16m10.7s,26.39,0.54,-0.52,7.810,0.020,VT,0.770,0.020,BVT-Red,G9V,0.520,0.070,V-K
HIP 428,HIP 428,,GJ 2,2MASS J00051079+4547116,1,0,0,0,0,0,0,00h05m10.16s,+45d47m13.0s,11.25,0.23,-0.22,9.950,0.010,G,1.470,0.020,G,M2,0.040,0.100,V-K
HIP 436,HIP 436,HD 55,GJ 3,2MASS J00051767-6749577,1,0,0,0,0,0,0,00h05m17.87s,-67d49m52.4s,15.89,0.16,-0.16,8.490,0.010,Koen,1.080,0.010,Koen,K5V,0.150,0.050,V-K
HIP 439,HIP 439,HD 225213,GJ 1,2MASS J00052423-3721257,1,0,0,0,0,0,0,00h05m20.29s,-37d21m06.1s,4.34,,,8.560,0.010,Koen,1.460,0.010,Koen,M1.5V,0.020,0.090,V-K
HIP 473 A,HIP 473 A,HD 38 A,GJ 4 A,2MASS J00054091+4548435,1,0,0,0,0,0,0,00h05m40.28s,+45d48m44.8s,11.31,0.23,-0.22,8.830,0.030,VT,1.410,0.010,G,K2,0.090,0.120,B-V
HIP 518 A,HIP 518 A,HD 123,GJ 4.1 A,2MASS J00061575+5826128 A,1,0,0,0,0,0,0,00h06m15.54s,+58d26m12.1s,21.48,0.22,-0.21,5.980,0.000,G,0.690,0.000,G,G5V,1.730,0.040,V-K
HD 142,HIP 522,HD 142,GJ 4.2 A,2MASS J00061921-4904307 A,1,1,0,0,0,1,2,00h06m18.66s,-49d04m30.3s,25.71,0.26,-0.25,5.700,0.020,VT,0.520,0.010,G,F7V,3.000,0.110,B-V
HIP 523,HIP 523,,GJ 3006,2MASS J00061920-6550262,1,0,0,0,0,0,0,00h06m18.90s,-65d50m21.1s,16.71,0.70,-0.64,12.170,0.010,Koen,1.580,0.010,Koen,M4,0.020,0.140,V-K
HIP 544,HIP 544,HD 166,GJ 5,2MASS J00063674+2901175,1,0,1,0,0,1,0,00h06m36.53s,+29d01m19.0s,13.67,0.14,-0.14,6.060,0.020,VT,0.750,0.000,G,K0V,0.680,0.110,B-V
HIP 669,HIP 669,HD 361,,2MASS J00081636-1449281,1,0,0,0,0,0,0,00h08m16.37s,-14d49m28.1s,27.44,0.56,-0.54,7.030,0.020,VT,0.620,0.020,G,G2/3V,1.030,0.070,V-K
HIP 677,HIP 677,HD 358,,2MASS J00082326+2905253,1,1,0,0,0,0,0,00h08m23.17s,+29d05m27.0s,29.74,0.30,-0.29,2.060,0.010,VT,-0.050,0.010,BVT-Blue,B9p,251.040,0.060,V-K
HIP 687,HIP 687,,GJ 3008,2MASS J00082730+1725274,1,0,0,0,0,0,0,00h08m27.34s,+17d25m28.0s,21.75,0.91,-0.84,10.760,0.010,Koen,1.480,0.010,Koen,M0,0.060,0.110,V-K
HIP 738,HIP 738,,GJ 7,2MASS J00090428-2707196,1,0,0,0,0,0,0,00h09m03.90s,-27d07m20.5s,23.45,1.50,-1.33,11.670,0.010,Koen,1.510,0.010,Koen,,0.030,0.180,V-K
HIP 746,HIP 746,HD 432,GJ 8,2MASS J00091071+5908591,1,1,0,0,0,0,0,00h09m10.09s,+59d09m00.8s,16.78,0.17,-0.17,2.260,0.020,VT,0.360,0.020,BVT-Blue,F2III-IV,29.090,0.060,V-K
HIP 897,HIP 897,,GJ 3011,2MASS J00110458-0547023,1,0,0,0,0,0,0,00h11m04.46s,-05d47m02.4s,25.54,1.34,-1.22,10.860,0.010,G,1.420,0.020,G,M2,0.080,0.130,V-K
HIP 910,HIP 910,HD 693,GJ 10,2MASS J00111587-1528043,1,1,0,0,1,0,0,00h11m15.91s,-15d28m02.4s,18.75,0.19,-0.19,4.890,0.010,G,0.490,0.010,G,F5V,3.380,0.060,V-K
HIP 916,HIP 916,,GJ 3012,2MASS J00112111+5820596,1,0,0,0,0,0,0,00h11m20.89s,+58d20m59.5s,28.08,1.48,-1.34,9.500,0.010,G,1.250,0.020,G,K7,0.210,0.140,V-K
HIP 950,HIP 950,HD 739,GJ 3013,2MASS J00114399-3507593,1,0,0,0,0,0,0,00h11m43.89s,-35d08m00.2s,21.28,0.21,-0.21,5.240,0.020,VT,0.430,0.020,BVT-Blue,F3/5V,3.070,0.100,B-V
HIP 974,HIP 974,,,2MASS J00120396+2705563,1,0,0,0,0,0,0,00h12m03.84s,+27d05m57.0s,26.36,0.82,-0.77,8.700,0.030,VT,1.030,0.030,BVT-Red,K0,0.270,0.110,V-K
HIP 1006,HIP 1006,,,2MASS J00123349+2142488,1,0,0,0,0,0,0,00h12m33.39s,+21d42m50.9s,27.94,2.43,-2.07,11.670,0.010,G,1.480,0.020,G,,0.040,0.190,V-K
HIP 1031,HIP 1031,HD 870,GJ 2001,2MASS J00125025-5754454,1,0,0,0,0,0,0,00h12m50.38s,-57d54m45.7s,20.19,0.20,-0.20,7.220,0.000,G,0.780,0.000,G,K0V,0.520,0.040,V-K
HIP 1068 A,HIP 1068 A,,GJ 11 A,2MASS J00131578+6919372 A,1,0,0,0,0,0,0,00h13m14.64s,+69d19m39.3s,20.04,2.73,-2.15,12.460,1.260,Hp-VI,1.400,0.500,G,M6,0.020,1.990,V-K
HIP 1083 A,HIP 1083 A,,,2MASS J00132909-3649433 A,1,0,0,0,0,0,0,00h13m29.23s,-36d49m40.5s,28.18,1.80,-1.60,10.770,0.010,G,1.440,0.010,G,,0.110,0.180,V-K
HIP 1092,HIP 1092,,GJ 3014 A,2MASS J00133880+8039569,1,0,0,0,0,0,0,00h13m37.81s,+80d39m55.2s,19.59,0.61,-0.57,11.120,0.310,VT,1.560,0.080,G,M0,0.050,0.490,V-K
HIP 1242,HIP 1242,,GJ 1005 A,2MASS J00152799-1608008 A,1,0,0,0,0,0,0,00h15m27.67s,-16d07m56.3s,5.94,0.06,-0.06,11.480,0.010,Koen,1.700,0.010,Koen,M3.5V,0.010,0.090,V-K
HIP 1276,HIP 1276,,GJ 3020,2MASS J00160199-4815392,1,0,0,0,0,0,0,00h16m02.03s,-48d15m37.0s,22.78,2.53,-2.07,11.550,0.010,Koen,1.510,0.010,Koen,M5,0.050,0.400,V-K
GJ 3021,HIP 1292,HD 1237,GJ 3021,2MASS J00161266-7951042,1,0,0,0,0,1,1,00h16m11.24s,-79d51m03.7s,17.50,0.18,-0.17,6.590,0.000,G,0.750,0.000,G,G6V,0.670,0.030,V-K
HIP 1295,HIP 1295,,GJ 1006 A,2MASS J00161455+1951385,1,0,0,0,0,0,0,00h16m14.19s,+19d51m44.2s,16.31,4.34,-2.83,11.780,0.090,Hp-VI,1.490,0.020,G,M:,0.030,0.620,V-K
HIP 1322,HIP 1322,,,2MASS J00163656-5016086,1,0,0,0,0,0,0,00h16m36.27s,-50d16m10.8s,22.20,1.67,-1.45,12.350,0.010,Koen,1.530,0.010,Koen,M4,0.020,0.200,V-K
HIP 1349,HIP 1349,HD 1273,GJ 13,2MASS J00165387-5239043,1,0,0,0,0,0,0,00h16m53.59s,-52d39m05.7s,22.60,0.23,-0.22,6.850,0.010,Koen,0.650,0.010,Koen,G2V,0.890,0.050,V-K
HIP 1368,HIP 1368,,GJ 14,2MASS J00170635+4056538,1,0,0,0,0,0,0,00h17m05.94s,+40d56m53.1s,15.00,0.15,-0.15,8.990,0.000,G,1.370,0.000,G,M0,0.120,0.040,V-K
HIP 1386,HIP 1386,,GJ 3023,2MASS J00172021+2910578,1,0,0,0,0,0,0,00h17m19.86s,+29d10m55.1s,23.20,1.22,-1.10,11.540,0.010,G,1.510,0.020,G,M:,0.050,0.160,V-K
HIP 1392 B,HIP 1392 B,HD 1317 B,,2MASS J00172453+0852355 B,1,0,0,0,0,0,0,00h17m24.50s,+08d52m34.8s,15.19,5.91,-3.32,7.050,0.020,VT-G,0.650,0.020,BVT-G-Red,F5,0.320,0.730,B-V
HIP 1444,HIP 1444,HD 1388,GJ 9008,2MASS J00175884-1327204,1,0,0,0,0,0,0,00h17m58.63s,-13d27m20.3s,27.22,0.27,-0.27,6.510,0.000,G,0.600,0.000,G,G2V,1.650,0.040,V-K
HIP 1463,HIP 1463,,GJ 16,2MASS J00181659+1012100,1,0,0,0,0,0,0,00h18m16.59s,+10d12m10.3s,16.34,0.51,-0.48,10.860,0.010,Koen,1.530,0.010,Koen,M0,0.040,0.230,V-K
GJ 15 A,HIP 1475,HD 1326 A,GJ 15 A,2MASS J00182256+4401222,1,0,0,0,0,0,2,00h18m20.54s,+44d01m19.0s,3.57,,,8.130,0.030,VT-G,1.480,0.030,BVT-G-Red,M1.5V,0.020,0.110,B-V
HD 1461,HIP 1499,HD 1461,GJ 16.1,2MASS J00184182-0803105,1,0,0,0,0,1,2,00h18m41.62s,-08d03m09.5s,23.25,0.23,-0.23,6.450,0.020,VT,0.670,0.010,G,G5V,1.280,0.050,V-K
HIP 1532,HIP 1532,,GJ 1008,2MASS J00190556-0957530,1,0,0,0,0,0,0,00h19m05.58s,-09d57m50.8s,21.08,0.65,-0.61,9.950,0.080,VT,1.320,0.000,G,K7V,0.100,0.180,V-K
HIP 1546,HIP 1546,,,2MASS J00191728-1954306,1,0,0,0,0,0,0,00h19m16.97s,-19d54m29.8s,29.01,4.72,-3.56,12.500,0.020,SIMBAD,1.550,0.100,SIMBAD,K:...,0.020,0.350,V-K
HIP 1598,HIP 1598,HD 1562,,2MASS J00200042+3813390,1,0,0,0,0,0,0,00h20m00.51s,+38d13m41.0s,24.80,0.25,-0.25,6.970,0.020,VT,0.620,0.020,BVT-Red,G0,0.900,0.060,V-K
HIP 1599,HIP 1599,HD 1581,GJ 17,2MASS J00200446-6452282,1,1,1,0,0,0,0,00h20m01.91s,-64d52m39.4s,8.59,,,4.230,0.010,G,0.580,0.010,G,G0V,1.330,0.050,V-K
HIP 1608,HIP 1608,,GJ 2003,2MASS J00200837-1703409,1,0,0,0,0,0,0,00h20m08.29s,-17d03m40.9s,23.20,2.29,-1.92,11.670,0.010,G,1.490,0.010,G,,0.040,0.220,V-K
HIP 1696,HIP 1696,,GJ 17.1,2MASS J00211961-4544465,1,0,0,0,0,0,0,00h21m19.56s,-45d44m40.0s,17.13,0.53,-0.50,10.390,0.010,Koen,1.480,0.010,Koen,M0,0.060,0.130,V-K
HIP 1720,HIP 1720,,GJ 3029,2MASS J00213729-4605331,1,0,0,0,0,0,0,00h21m37.52s,-46d05m30.3s,19.31,1.68,-1.43,12.240,0.010,Koen,1.530,0.010,Koen,M6,0.030,0.620,V-K
HIP 1734,HIP 1734,,GJ 1009,2MASS J00215604-3124215,1,0,0,0,0,0,0,00h21m56.00s,-31d24m20.1s,17.98,0.75,-0.69,11.130,0.010,Koen,1.510,0.010,Koen,M2V:,0.050,0.140,V-K
HIP 1768,HIP 1768,HD 1815,GJ 17.2,2MASS J00222359-2701567,1,0,0,0,0,0,0,00h22m23.47s,-27d01m53.8s,28.88,4.32,-3.32,8.320,0.020,VT,0.890,0.000,G,K1V,0.430,0.330,V-K
HIP 1803,HIP 1803,HD 1835,GJ 17.3,2MASS J00225174-1212340,1,0,0,0,0,0,0,00h22m51.55s,-12d12m34.5s,20.86,0.21,-0.21,6.390,0.000,G,0.660,0.000,G,G3V,1.090,0.030,V-K
HIP 1837,HIP 1837,HD 1910,GJ 2004,2MASS J00231598-3310032,1,0,0,0,0,0,0,00h23m15.98s,-33d10m04.2s,22.17,0.45,-0.43,8.750,0.030,VT,1.080,0.000,G,K3/4V,0.210,0.080,V-K
HIP 1842,HIP 1842,,GJ 3032,2MASS J00231851-5053380,1,0,0,0,0,0,0,00h23m18.02s,-50d53m37.9s,19.68,1.04,-0.94,11.890,0.010,Koen,1.520,0.010,Koen,M:,0.030,0.160,V-K
HIP 1860,HIP 1860,,GJ 1010 A,2MASS J00232865+7711217,1,0,0,0,0,0,0,00h23m31.03s,+77d11m21.1s,19.23,0.80,-0.74,11.310,0.010,G,1.460,0.010,G,K,0.040,0.130,V-K
HIP 1936,HIP 1936,HD 2025,GJ 18,2MASS J00242587-2701364,1,0,0,0,0,0,0,00h24m25.50s,-27d01m37.1s,18.22,0.37,-0.36,7.920,0.010,Koen,0.950,0.010,Koen,K2V,0.260,0.050,V-K
HIP 1954,HIP 1954,HD 2071,,2MASS J00244255-5359024,1,0,0,0,0,0,0,00h24m42.34s,-53d59m02.1s,27.23,0.56,-0.53,7.270,0.020,VT,0.670,0.020,BVT-Red,G8IV+(F),0.830,0.060,V-K
HIP 2021,HIP 2021,HD 2151,GJ 19,2MASS J00254416-7715157,1,1,1,0,0,0,0,00h25m39.20s,-77d15m18.1s,7.46,,,2.820,0.010,G,0.620,0.010,G,G1IV,3.700,0.050,V-K
HIP 2072,HIP 2072,HD 2262,GJ 20,2MASS J00261219-4340475,1,1,0,0,0,0,0,00h26m12.12s,-43d40m47.7s,23.81,,,3.930,0.010,G,0.180,0.010,G,A6VN,12.770,0.050,V-K
HIP 2081,HIP 2081,HD 2261,GJ 9013,2MASS J00261699-4218216,1,1,0,0,0,0,0,00h26m16.87s,-42d18m18.4s,25.97,0.53,-0.51,2.400,0.010,G,1.080,0.020,G,K0IIIB,88.070,0.070,V-K
HIP 2120,HIP 2120,,GJ 21,2MASS J00265268+7008326,1,0,0,0,0,0,0,00h26m52.94s,+70d08m34.0s,16.48,0.34,-0.32,10.520,0.010,G,1.460,0.020,G,M0,0.050,0.110,V-K
HIP 2426,HIP 2426,,,2MASS J00305564+7322150,1,0,0,0,0,0,0,00h30m55.09s,+73d22m13.7s,27.09,1.13,-1.04,10.630,0.010,G,1.360,0.020,G,,0.080,0.100,V-K
HIP 2540,HIP 2540,,GJ 3038,2MASS J00321547-6305284,1,0,0,0,0,0,0,00h32m14.74s,-63d05m27.6s,24.97,0.77,-0.73,9.650,0.000,G,1.370,0.000,G,M0,0.190,0.070,V-K
HIP 2552 A,HIP 2552 A,,GJ 22 A,2MASS J00322970+6714080 A,1,0,0,0,0,0,0,00h32m26.81s,+67d14m10.4s,10.07,0.21,-0.20,10.480,0.140,VT,1.290,0.140,BVT-G-Red,M2.5Ve,0.010,0.210,B-V
HIP 2711,HIP 2711,HD 3158,GJ 22.2,2MASS J00342781-5222236,1,0,0,0,0,0,0,00h34m27.62s,-52d22m23.5s,25.48,0.26,-0.25,5.570,0.020,VT,0.470,0.010,G,F6V,3.280,0.050,V-K
HIP 2715,HIP 2715,HD 3125 C,,2MASS J00343071-0432334,1,0,0,0,0,0,0,00h34m30.67s,-04d32m33.6s,22.94,12.35,-5.95,8.580,0.030,VT-G,0.650,0.030,BVT-G-Red,G0,0.160,0.960,V-K
HIP 2742,HIP 2742,HD 3141,,2MASS J00350087+4241412,1,0,0,0,0,0,0,00h35m01.00s,+42d41m41.8s,28.90,0.59,-0.57,8.020,0.020,VT,0.890,0.020,BVT-Red,K0IV,0.530,0.080,V-K
HIP 2743,HIP 2743,HD 3222,,2MASS J00350291-6341430,1,0,0,0,0,0,0,00h35m01.65s,-63d41m37.8s,29.24,0.60,-0.57,8.540,0.020,VT,0.850,0.010,G,K2V,0.360,0.080,V-K
HIP 2762 A,HIP 2762 A,HD 3196,GJ 23 A,2MASS J00351484-0335343 A,1,0,0,0,0,0,0,00h35m14.64s,-03d35m33.9s,21.25,0.21,-0.21,5.200,0.010,G,0.570,0.010,G,F8V,3.310,0.110,B-V
HIP 2790,HIP 2790,HD 3277,,2MASS J00353424-3944465,1,0,0,0,0,0,0,00h35m34.17s,-39d44m45.2s,28.79,0.59,-0.56,7.450,0.000,G,0.730,0.000,G,G8V,0.850,0.050,V-K
HIP 2941 A,HIP 2941 A,HD 3443 A,GJ 25 A,2MASS J00372057-2446023 A,1,0,1,0,0,0,0,00h37m19.79s,-24d46m02.0s,15.40,0.48,-0.45,5.570,0.000,G,0.720,0.000,G,K1V+G,1.320,0.080,V-K
HIP 3008,HIP 3008,,GJ 3044,2MASS J00381529+5219558,1,0,0,0,0,0,0,00h38m15.36s,+52d19m56.7s,23.70,1.25,-1.13,10.480,0.010,G,1.420,0.020,G,M0,0.080,0.120,V-K
HD 3651,HIP 3093,HD 3651,GJ 27,2MASS J00392187+2115024,1,0,1,1,0,1,1,00h39m22.09s,+21d15m04.9s,11.06,,,5.880,0.010,G,0.850,0.010,G,K0V,0.540,0.050,V-K
GJ 27.1,HIP 3143,,GJ 27.1,2MASS J00395880-4415117,1,0,0,0,0,0,1,00h39m58.43s,-44d15m09.6s,23.99,1.81,-1.57,11.410,0.010,G,1.480,0.010,G,M4,0.050,0.180,V-K
HIP 3170,HIP 3170,HD 3823,GJ 29,2MASS J00402566-5927168,1,0,0,0,0,0,0,00h40m24.66s,-59d27m20.5s,24.96,0.25,-0.25,5.890,0.010,G,0.560,0.020,G,F6/8V,2.420,0.100,B-V
HIP 8014,HIP 8014,,GJ 3110,2MASS J01425576-4212124,1,0,0,0,0,0,0,01h42m55.27s,-42d12m11.2s,23.35,1.49,-1.32,11.190,0.000,G,1.380,0.010,G,M:,0.050,0.130,V-K
HIP 8039,HIP 8039,HD 10611,,2MASS J01431432-2137111,1,0,0,0,0,0,0,01h43m14.30s,-21d37m11.1s,29.05,1.53,-1.38,8.240,0.020,VT,0.860,0.020,BVT-Red,K0V,0.440,0.160,B-V
HIP 8043,HIP 8043,,GJ 3108,2MASS J01431592+2750315,1,0,0,0,0,0,0,01h43m15.61s,+27d50m31.9s,21.17,0.88,-0.81,10.400,0.010,G,1.460,0.020,G,K0,0.080,0.130,V-K
HIP 8051,HIP 8051,,GJ 70,2MASS J01432015+0419172,1,0,0,0,0,0,0,01h43m20.43s,+04d19m24.7s,11.41,0.23,-0.22,10.920,0.010,Koen,1.540,0.010,Koen,M2V:,0.020,0.110,V-K
HIP 8070,HIP 8070,HD 10436,GJ 69,2MASS J01434072+6349242,1,0,0,0,0,0,0,01h43m41.25s,+63d49m29.3s,13.58,0.14,-0.13,8.420,0.010,G,1.200,0.020,G,K5V,0.130,0.040,V-K
tau Cet,HIP 8102,HD 10700,GJ 71,2MASS J01440402-1556141,1,1,1,1,1,1,4,01h44m05.13s,-15d56m22.4s,3.65,,,3.490,0.000,G,0.730,0.010,G,G8.5V,0.520,0.050,V-K
HIP 8190,HIP 8190,,,2MASS J01451820+4632077,1,0,0,0,0,0,0,01h45m17.88s,+46d32m05.9s,25.53,1.92,-1.67,11.420,0.010,G,1.330,0.020,G,M:,0.060,0.190,V-K
HIP 8195,HIP 8195,,,2MASS J01452133-3957204,1,0,0,0,0,0,0,01h45m21.11s,-39d57m21.6s,29.55,2.22,-1.93,11.390,0.010,G,1.410,0.020,G,M1V,0.070,0.190,V-K
HIP 8209 A,HIP 8209 A,HD 10830,,2MASS J01453875-2503089,1,0,0,0,0,0,0,01h45m38.65s,-25d03m08.8s,28.11,0.28,-0.28,5.290,0.000,G,0.400,0.010,G,F2IV,5.080,0.110,B-V
HIP 8275,HIP 8275,HD 10853,GJ 74,2MASS J01463871+1224424,1,0,0,0,0,0,0,01h46m38.70s,+12d24m43.0s,24.02,0.74,-0.70,8.910,0.000,G,1.040,0.000,G,K5,0.210,0.070,V-K
HIP 8356,HIP 8356,,,2MASS J01474167+2828540,1,0,0,0,0,0,0,01h47m41.68s,+28d28m54.0s,29.42,44.13,-11.03,10.210,0.050,VT,0.210,0.050,BVT-Blue,,0.100,2.040,V-K
HIP 8362,HIP 8362,HD 10780,GJ 75,2MASS J01474488+6351090,1,0,1,0,1,1,0,01h47m44.06s,+63d51m11.2s,10.07,0.10,-0.10,5.630,0.010,G,0.800,0.010,G,K0V,0.550,0.050,V-K
HIP 8382,HIP 8382,,GJ 3114,2MASS J01480397+2112243,1,0,0,0,0,0,0,01h48m03.76s,+21d12m26.2s,20.38,1.53,-1.33,12.160,0.010,Koen,1.580,0.010,Koen,M2,0.030,0.460,V-K
HIP 8433,HIP 8433,HD 11007,GJ 3115,2MASS J01484160+3241239,1,0,0,0,0,0,0,01h48m41.68s,+32d41m22.2s,27.86,0.28,-0.28,5.780,0.020,VT,0.560,0.020,BVT-Red,F8V,3.360,0.050,V-K
HIP 8486,HIP 8486,HD 11131,GJ 9061 B,2MASS J01492335-1042125,1,0,0,0,0,0,0,01h49m23.43s,-10d42m11.9s,22.56,1.70,-1.48,6.750,0.010,Koen,0.630,0.010,Koen,G0,0.920,0.190,B-V
HIP 8497,HIP 8497,HD 11171,GJ 9061 A,2MASS J01493510-1041110,1,1,0,0,0,0,0,01h49m35.19s,-10d41m10.3s,23.19,0.23,-0.23,4.650,0.020,VT,0.330,0.000,G,F0V,6.090,0.060,V-K
HIP 8514,HIP 8514,HD 11262,,2MASS J01494887-3824103,1,0,0,0,0,0,0,01h49m48.86s,-38d24m12.5s,27.35,0.28,-0.27,6.370,0.020,VT,0.500,0.020,BVT-Red,F6V,1.850,0.050,V-K
HIP 8543,HIP 8543,HD 11130,,2MASS J01500788+2927525,1,0,0,0,0,0,0,01h50m07.90s,+29d27m53.0s,25.61,0.52,-0.50,8.060,0.020,VT,0.770,0.020,BVT-Red,K1V,0.400,0.070,V-K
HIP 8691,HIP 8691,,GJ 78,2MASS J01514865-1048120,1,0,0,0,0,0,0,01h51m48.35s,-10d48m07.8s,16.57,0.87,-0.79,11.790,0.010,Koen,1.480,0.010,Koen,M4,0.020,0.150,V-K
HIP 8709,HIP 8709,,GJ 3121,2MASS J01520295+4700066,1,0,0,0,0,0,0,01h52m02.96s,+47d00m05.6s,15.50,0.82,-0.74,12.440,0.010,G,0.170,0.020,G,DAs,0.010,0.140,V-K
HIP 8768,HIP 8768,HD 11507,GJ 79,2MASS J01524908-2226055,1,0,0,0,0,0,0,01h52m48.64s,-22d26m05.5s,11.01,0.11,-0.11,8.880,0.010,Koen,1.440,0.010,Koen,K5/M0V,0.090,0.050,V-K
HIP 8796,HIP 8796,HD 11443,GJ 78.1,2MASS J01530489+2934442,1,1,0,0,0,0,0,01h53m04.90s,+29d34m45.8s,19.42,,,3.420,0.010,G,0.490,0.010,G,F6IV,13.850,0.050,V-K
HIP 8867,HIP 8867,HD 11373,GJ 3122,2MASS J01540610+6610343,1,0,0,0,0,0,0,01h54m06.18s,+66d10m35.5s,22.53,0.46,-0.44,8.460,0.020,VT,1.010,0.020,G,G5,0.250,0.080,V-K
HIP 8903,HIP 8903,HD 11636,GJ 80,2MASS J01543840+2048291,1,1,0,0,0,0,0,01h54m38.35s,+20d48m29.9s,17.99,0.18,-0.18,2.630,0.020,VT,0.160,0.020,BVT-Blue,A5V...,24.760,0.070,V-K
HIP 9007,HIP 9007,HD 11937,GJ 81 A,2MASS J01555745-5136319 A,1,1,0,0,0,0,0,01h55m56.83s,-51d36m34.5s,17.85,0.18,-0.18,3.690,0.010,G,0.840,0.020,G,G8IIIBCNIV,10.950,0.100,B-V
HIP 9044,HIP 9044,HD 12058,GJ 81.2,2MASS J01563250-6013359,1,0,0,0,0,0,0,01h56m31.97s,-60d13m37.6s,19.94,0.20,-0.20,8.610,0.000,G,1.140,0.000,G,K5V,0.200,0.040,V-K
HIP 9085,HIP 9085,HD 12042,GJ 81.3,2MASS J01565997-5145587,1,0,0,0,0,0,0,01h56m59.66s,-51d46m00.7s,26.87,0.27,-0.27,6.090,0.020,VT-G,0.470,0.020,BVT-G-Red,F6/7V,2.290,0.050,V-K
HIP 9236,HIP 9236,HD 12311,GJ 83,2MASS J01584623-6134113,1,1,0,0,0,0,0,01h58m45.87s,-61d34m11.7s,22.01,0.22,-0.22,2.860,0.010,G,0.290,0.010,G,F0V,28.750,0.060,V-K
HIP 9269,HIP 9269,HD 12051,GJ 82.1,2MASS J01590663+3312350,1,0,0,0,0,0,0,01h59m06.46s,+33d12m37.9s,24.98,0.25,-0.25,7.140,0.000,G,0.770,0.000,G,G5,0.850,0.040,V-K
HIP 9291,HIP 9291,,GJ 82,2MASS J01592349+5831162,1,0,0,0,0,0,0,01h59m23.16s,+58d31m17.8s,12.25,0.64,-0.58,12.040,0.360,VT,0.850,0.360,BVT-G-Red,M4Ve,0.020,0.600,V-K
HIP 9603,HIP 9603,,,2MASS J02033022-0454412,1,0,0,0,0,0,0,02h03m30.18s,-04d54m39.7s,28.79,2.17,-1.88,11.160,0.000,G,1.430,0.010,G,K7,0.080,0.190,V-K
HIP 9716,HIP 9716,HD 12786,GJ 3133,2MASS J02045932-1540412,1,0,0,0,0,0,0,02h04m59.31s,-15d40m40.8s,25.60,0.52,-0.50,7.770,0.020,VT,0.830,0.020,BVT-Red,K0V,0.510,0.080,V-K
HIP 9724,HIP 9724,,GJ 84,2MASS J02050492-1736528,1,0,0,0,0,0,0,02h05m04.04s,-17d36m51.2s,9.14,0.19,-0.18,10.190,0.010,Koen,1.520,0.010,Koen,M3,0.030,0.100,V-K
HIP 9749,HIP 9749,,GJ 84.1 A,2MASS J02052361-2804116,1,0,0,0,0,0,0,02h05m23.43s,-28d04m14.7s,23.24,1.22,-1.11,10.880,0.010,Koen,1.390,0.010,Koen,K,0.060,0.300,V-K
HIP 9786,HIP 9786,,GJ 3135,2MASS J02054859-3010361,1,0,0,0,0,0,0,02h05m48.91s,-30d10m36.8s,9.28,0.29,-0.27,12.170,0.010,Koen,1.690,0.010,Koen,K:...,0.010,0.120,V-K
HIP 9788,HIP 9788,,,2MASS J02054930+3047019,1,0,0,0,0,0,0,02h05m49.41s,+30d47m02.8s,28.03,1.17,-1.08,9.830,0.010,G,1.170,0.020,G,K6,0.140,0.100,V-K
HIP 9829,HIP 9829,HD 12846,,2MASS J02063024+2420023,1,0,0,0,0,0,0,02h06m30.24s,+24d20m03.7s,22.77,0.23,-0.23,6.890,0.020,VT,0.660,0.000,G,G2V,0.830,0.050,V-K
alf Ari,HIP 9884,HD 12929,GJ 84.3,2MASS J02071038+2327447,1,1,0,0,0,1,1,02h07m10.29s,+23d27m46.0s,20.18,0.20,-0.20,2.010,0.000,G,1.150,0.010,G,K2III,85.890,0.050,V-K
HIP 10031,HIP 10031,HD 12800,,2MASS J02090823+7133072,1,0,0,0,0,0,0,02h09m07.69s,+71d33m09.3s,27.15,0.27,-0.27,6.570,0.020,VT,0.540,0.020,BVT-Red,F8,1.520,0.050,V-K
GJ 3138,HIP 10037,,GJ 3138,2MASS J02091086-1620229,1,0,0,0,0,0,3,02h09m10.59s,-16d20m23.2s,29.90,1.91,-1.69,10.890,0.010,G,1.390,0.010,G,K7,0.100,0.160,V-K
HIP 10072,HIP 10072,,GJ 3139,2MASS J02093608-1421321,1,0,0,0,0,0,0,02h09m35.82s,-14d21m29.6s,19.73,1.04,-0.94,11.780,0.000,G,1.520,0.010,G,,0.040,0.150,V-K
GJ 86,HIP 10138,HD 13445,GJ 86,2MASS J02102587-5049258,1,0,1,0,0,1,1,02h10m24.00s,-50d49m31.1s,10.78,,,6.120,0.010,G,0.810,0.020,G,K1V,0.420,0.100,B-V
