kelt_sourceid,kelt_field,kelt_orientation,proc_type,kelt_proc_version,ra,dec,kelt_mag,obsstart,obsstop,bjdstart,bjdstop,mean,stddevwrtmean,median,stddevwrtmedian,npts,n5sigma,f5sigma,medabsdev,chisquared,range595,minvalue,maxvalue
KELT_N02_lc_060751_V01_east,N02,east,tfa,V01,22.30105,36.62795,10.856,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.871484,0.013729,10.869325,0.013898,1754,14,0.007982,0.005565,288.366996,0.037460,10.821600,10.974930
KELT_N02_lc_060751_V01_east,N02,west,tfa,V01,22.30105,36.62795,10.907,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.917045,0.013989,10.915890,0.014036,594,1,0.001684,0.007760,178.657497,0.044200,10.880420,10.991570
KELT_N02_lc_063522_V01_east,N02,east,tfa,V01,38.53524,38.73426,10.473,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.488896,0.010127,10.487495,0.010223,1762,9,0.005108,0.004890,325.636598,0.029440,10.456040,10.550100
KELT_N02_lc_063522_V01_east,N02,west,tfa,V01,38.53524,38.73426,10.443,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.439363,0.013943,10.437900,0.014020,595,4,0.006723,0.006400,435.469576,0.036590,10.402910,10.527290
KELT_N02_lc_072708_V01_east,N02,west,tfa,V01,17.88186,30.08364,10.668,2006-10-27 07:06:26.0,2008-11-24 09:20:47.0,2454035.796138,2454794.889436,10.739654,0.030810,10.740570,0.030823,592,1,0.001689,0.018285,1138.360628,0.096910,10.571250,10.856860
KELT_N02_lc_072719_V01_east,N02,east,tfa,V01,28.96222,23.58602,10.097,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.133004,0.030871,10.127610,0.031339,1738,12,0.006904,0.010760,2452.273133,0.085640,10.061200,10.395110
KELT_N02_lc_072719_V01_east,N02,west,tfa,V01,28.96222,23.58602,9.586,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,9.595307,0.004545,9.595375,0.004545,600,0,0.000000,0.002825,139.182222,0.013790,9.574740,9.609360
KELT_N02_lc_054678_V01_east,N02,east,tfa,V01,26.64504,19.07924,10.878,2006-10-26 05:18:38.0,2008-11-24 04:44:47.0,2454034.721280,2454794.697772,10.787437,0.051613,10.783510,0.051762,1650,0,0.000000,0.030555,1318786.572320,0.175530,10.629790,11.017890
KELT_N02_lc_063742_V01_east,N02,east,tfa,V01,20.73131,31.83992,10.664,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.658418,0.029986,10.658680,0.029987,1770,0,0.000000,0.018875,1216.559778,0.096690,10.553570,10.774120
KELT_N02_lc_063742_V01_east,N02,west,tfa,V01,20.73131,31.83992,10.721,2006-10-27 07:06:26.0,2008-11-24 09:20:47.0,2454035.796138,2454794.889436,10.734649,0.029385,10.737205,0.029496,596,0,0.000000,0.016180,1013.231052,0.096710,10.633290,10.839760
KELT_N02_lc_067392_V01_east,N02,east,tfa,V01,23.73976,33.11784,10.509,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.518755,0.010158,10.517165,0.010282,1766,11,0.006229,0.004465,273.482569,0.027210,10.480670,10.602480
KELT_N02_lc_067392_V01_east,N02,west,tfa,V01,23.73976,33.11784,10.550,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.561918,0.011650,10.560555,0.011729,596,3,0.005034,0.006560,343.185242,0.034310,10.533010,10.626360
KELT_N02_lc_073355_V01_east,N02,east,tfa,V01,17.00289,20.73360,10.727,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.741688,0.015090,10.740270,0.015157,1332,4,0.003003,0.007205,185749.628248,0.047270,10.655760,10.837480
KELT_N02_lc_073355_V01_east,N02,west,tfa,V01,17.00289,20.73360,10.891,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.878375,0.033032,10.878870,0.033036,541,0,0.000000,0.021580,138762.062150,0.105280,10.789600,11.027050
KELT_N02_lc_073428_V01_east,N02,east,tfa,V01,17.79285,37.71998,10.536,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.544288,0.012328,10.543160,0.012380,1765,2,0.001133,0.006380,252.039551,0.036500,10.482160,10.620070
KELT_N02_lc_073428_V01_east,N02,west,tfa,V01,17.79285,37.71998,10.220,2006-10-27 07:06:26.0,2008-11-24 09:20:47.0,2454035.796138,2454794.889436,10.225732,0.021806,10.223055,0.021970,590,2,0.003390,0.010990,1052.627342,0.063430,10.147580,10.356430
KELT_N02_lc_073589_V01_east,N02,west,tfa,V01,37.67339,40.17248,10.453,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.449369,0.013361,10.446970,0.013575,600,6,0.010000,0.004795,394.524189,0.033690,10.418400,10.549710
KELT_N02_lc_063785_V01_east,N02,east,tfa,V01,42.60905,31.97211,10.631,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.647908,0.014220,10.645530,0.014418,1749,9,0.005146,0.006250,376.221048,0.041960,10.608510,10.756060
KELT_N02_lc_063785_V01_east,N02,west,tfa,V01,42.60905,31.97211,10.836,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.826260,0.013328,10.825000,0.013388,594,2,0.003367,0.007030,217.727416,0.039660,10.755110,10.896370
KELT_N02_lc_047638_V01_east,N02,east,tfa,V01,42.50344,30.52550,10.801,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.823531,0.020529,10.819060,0.021011,1750,15,0.008571,0.008175,556.436367,0.058620,10.787350,10.957460
KELT_N02_lc_047638_V01_east,N02,west,tfa,V01,42.50344,30.52550,10.785,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.783006,0.015333,10.782010,0.015365,588,2,0.003401,0.006465,273.528540,0.039090,10.710270,10.874140
KELT_N02_lc_058913_V01_east,N02,west,tfa,V01,25.53107,39.41303,10.881,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.887664,0.019933,10.885600,0.020040,595,1,0.001681,0.011120,452.560956,0.060390,10.813450,10.989540
KELT_N02_lc_058927_V01_east,N02,east,tfa,V01,35.70995,41.39441,10.185,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.201746,0.008446,10.200840,0.008494,1766,9,0.005096,0.004170,231.882739,0.023720,10.158470,10.268220
KELT_N02_lc_058927_V01_east,N02,west,tfa,V01,35.70995,41.39441,9.921,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,9.922692,0.015455,9.920650,0.015590,594,3,0.005051,0.006900,899.135035,0.040050,9.886240,10.049120
KELT_N02_lc_055022_V01_east,N02,east,tfa,V01,35.97265,33.85622,10.840,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.856072,0.010925,10.855180,0.010961,1765,6,0.003399,0.005800,236.190821,0.030680,10.806130,10.949610
KELT_N02_lc_055022_V01_east,N02,west,tfa,V01,35.97265,33.85622,10.906,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.914025,0.013700,10.912730,0.013762,599,2,0.003339,0.007150,253.182125,0.040150,10.875300,10.998110
KELT_N02_lc_055107_V01_east,N02,east,tfa,V01,36.29414,33.86605,9.740,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,9.748242,0.004675,9.747880,0.004689,1773,0,0.000000,0.002940,245.989217,0.014940,9.734300,9.770920
KELT_N02_lc_055107_V01_east,N02,west,tfa,V01,36.29414,33.86605,10.036,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.045037,0.010295,10.045050,0.010295,598,0,0.000000,0.006845,482.174211,0.032460,10.014400,10.095110
KELT_N02_lc_059107_V01_east,N02,east,tfa,V01,30.06250,44.41985,10.942,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.947513,0.012357,10.945880,0.012464,1755,5,0.002849,0.006110,179.917654,0.038560,10.904690,11.027870
KELT_N02_lc_059107_V01_east,N02,west,tfa,V01,30.06250,44.41985,10.706,2006-12-24 03:27:19.0,2008-11-24 09:34:38.0,2454093.643970,2454794.899059,10.706898,0.010567,10.705920,0.010612,504,3,0.005952,0.004955,149.213616,0.031090,10.683800,10.791290
KELT_N02_lc_064552_V01_east,N02,east,tfa,V01,23.47327,35.60919,9.952,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,9.963977,0.007206,9.963260,0.007242,1778,5,0.002812,0.003710,321.497037,0.021430,9.940230,10.007590
KELT_N02_lc_064552_V01_east,N02,west,tfa,V01,23.47327,35.60919,10.180,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.198723,0.014356,10.197630,0.014398,591,2,0.003384,0.007780,515.914564,0.045400,10.164890,10.270920
KELT_N02_lc_064556_V01_east,N02,east,tfa,V01,27.16238,37.95218,9.815,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,9.823391,0.004528,9.822710,0.004579,1777,5,0.002814,0.002260,196.492270,0.012980,9.811620,9.868700
KELT_N02_lc_064556_V01_east,N02,west,tfa,V01,27.16238,37.95218,9.724,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,9.735607,0.013180,9.734355,0.013239,592,2,0.003378,0.006780,868.301282,0.038300,9.678790,9.803640
KELT_N02_lc_068585_V01_east,N02,east,tfa,V01,42.72421,35.39485,9.784,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,9.795285,0.005637,9.794660,0.005672,1770,11,0.006215,0.002570,249.045138,0.014160,9.779940,9.862580
KELT_N02_lc_068585_V01_east,N02,west,tfa,V01,42.72421,35.39485,10.248,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.231978,0.018265,10.229445,0.018440,590,3,0.005085,0.008090,804.053095,0.050710,10.156620,10.357780
