kelt_sourceid,kelt_field,kelt_orientation,proc_type,kelt_proc_version,ra,dec,kelt_mag,obsstart,obsstop,bjdstart,bjdstop,mean,stddevwrtmean,median,stddevwrtmedian,npts,n5sigma,f5sigma,medabsdev,chisquared,range595,minvalue,maxvalue
KELT_N02_lc_001388_V01_east,N02,east,raw,V01,21.59602,20.06730,10.416,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.450417,0.089404,10.435390,0.090659,1792,10,0.005580,0.012580,18610.842704,0.137390,9.763780,12.738040
KELT_N02_lc_001388_V01_east,N02,west,raw,V01,21.59602,20.06730,10.337,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.367870,0.124887,10.355590,0.125490,602,1,0.001661,0.018055,50739.963721,0.126340,10.292610,13.178850
KELT_N02_lc_001953_V01_east,N02,east,raw,V01,34.78578,19.68645,10.985,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.990094,0.020100,10.988280,0.020182,1792,5,0.002790,0.006225,223.723020,0.039520,10.849840,11.534050
KELT_N02_lc_009602_V01_east,N02,east,raw,V01,41.86608,19.36974,10.953,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.951413,0.020195,10.952100,0.020207,1792,9,0.005022,0.007535,270.232285,0.042310,10.697000,11.287500
KELT_N02_lc_008534_V01_east,N02,west,raw,V01,41.81501,22.95839,10.951,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.963413,0.119232,10.964275,0.119235,602,3,0.004983,0.014935,12409.187760,0.099270,8.389700,11.597960
KELT_N02_lc_010803_V01_east,N02,east,raw,V01,27.78917,20.51309,10.977,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.984297,0.013141,10.983050,0.013200,1792,12,0.006696,0.005520,143.054985,0.033240,10.954270,11.182290
KELT_N02_lc_003326_V01_east,N02,east,raw,V01,36.38153,29.88013,10.598,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.616391,0.024480,10.610690,0.025135,1792,18,0.010045,0.006795,1494.046153,0.048800,10.558440,10.864160
KELT_N02_lc_003326_V01_east,N02,west,raw,V01,36.38153,29.88013,10.675,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.689081,0.028539,10.682660,0.029253,602,3,0.004983,0.011505,1482.763787,0.084910,10.539030,10.882560
KELT_N02_lc_004471_V01_east,N02,east,raw,V01,37.66092,19.85373,10.358,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.386395,0.068329,10.373040,0.069623,1791,14,0.007817,0.016180,7728.808572,0.139790,9.852270,11.551570
KELT_N02_lc_004471_V01_east,N02,west,raw,V01,37.66092,19.85373,10.350,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.366431,0.045671,10.358185,0.046411,602,3,0.004983,0.012975,3347.793297,0.098740,10.276500,10.979700
KELT_N02_lc_018314_V01_east,N02,east,raw,V01,37.20295,29.93110,9.792,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,9.802631,0.010057,9.800060,0.010381,1792,10,0.005580,0.003910,926.029905,0.026250,9.783070,9.890200
KELT_N02_lc_018314_V01_east,N02,west,raw,V01,37.20295,29.93110,9.707,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,9.713899,0.016493,9.711075,0.016734,602,2,0.003322,0.009485,2333.031581,0.050850,9.653270,9.831810
KELT_N02_lc_016726_V01_east,N02,east,raw,V01,33.65962,28.69128,9.929,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,9.949247,0.025068,9.943180,0.025792,1792,17,0.009487,0.006215,3261.490529,0.047780,9.910090,10.261180
KELT_N02_lc_016726_V01_east,N02,west,raw,V01,33.65962,28.69128,10.107,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.122320,0.022528,10.116440,0.023284,602,2,0.003322,0.009010,2020.223969,0.067950,10.088230,10.325980
KELT_N02_lc_018522_V01_east,N02,east,raw,V01,43.57547,20.56302,10.851,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.857852,0.058017,10.853450,0.058184,1790,14,0.007821,0.008460,2907.572711,0.082550,10.115760,11.594870
KELT_N02_lc_018522_V01_east,N02,west,raw,V01,43.57547,20.56302,10.953,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.959008,0.052985,10.954170,0.053206,602,6,0.009967,0.014145,2972.202152,0.101470,10.611130,11.599860
KELT_N02_lc_019711_V01_east,N02,east,raw,V01,36.74396,26.03907,10.953,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.969805,0.029510,10.964045,0.030067,1792,15,0.008371,0.007370,1120.954085,0.062890,10.911370,11.341810
KELT_N02_lc_019711_V01_east,N02,west,raw,V01,36.74396,26.03907,10.783,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.806991,0.032336,10.800170,0.033049,602,4,0.006645,0.010770,1359.205139,0.082000,10.759200,11.144880
KELT_N02_lc_012632_V01_east,N02,east,raw,V01,34.74160,23.16723,10.580,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.587093,0.050866,10.579740,0.051395,1792,11,0.006138,0.007650,2883.437076,0.085260,10.312510,11.951600
KELT_N02_lc_012632_V01_east,N02,west,raw,V01,34.74160,23.16723,10.655,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.670055,0.043185,10.662530,0.043836,602,2,0.003322,0.013825,1884.756206,0.114080,10.580710,11.161930
KELT_N02_lc_012094_V01_east,N02,east,raw,V01,24.65401,21.39718,10.278,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.304643,0.051773,10.292560,0.053165,1791,13,0.007259,0.008780,6302.660530,0.098440,10.235610,11.078080
KELT_N02_lc_012094_V01_east,N02,west,raw,V01,24.65401,21.39718,10.485,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.509129,0.047471,10.501785,0.048037,602,5,0.008306,0.018750,4325.208175,0.116990,10.434700,11.003620
KELT_N02_lc_012738_V01_east,N02,east,raw,V01,29.51427,31.13517,9.436,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,9.443621,0.008355,9.441470,0.008628,1792,5,0.002790,0.003515,1363.735600,0.024190,9.427310,9.545380
KELT_N02_lc_012738_V01_east,N02,west,raw,V01,29.51427,31.13517,9.426,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,9.434596,0.014582,9.430600,0.015120,602,2,0.003322,0.007460,3195.136376,0.044900,9.400200,9.515560
KELT_N02_lc_024768_V01_east,N02,east,raw,V01,30.53223,28.39971,10.193,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.215398,0.033102,10.208060,0.033906,1792,19,0.010603,0.009840,3653.745398,0.067570,10.164340,10.604380
KELT_N02_lc_024768_V01_east,N02,west,raw,V01,30.53223,28.39971,10.252,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.268323,0.024348,10.261535,0.025278,602,2,0.003322,0.010170,2351.169457,0.070390,10.233810,10.464050
KELT_N02_lc_030383_V01_east,N02,east,raw,V01,40.96817,25.63487,10.648,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.674778,0.061303,10.661840,0.062654,1792,16,0.008929,0.009480,5897.420600,0.111950,10.353750,11.616930
KELT_N02_lc_030383_V01_east,N02,west,raw,V01,40.96817,25.63487,10.241,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.272271,0.049213,10.267925,0.049405,602,6,0.009967,0.013550,7905.685338,0.085650,9.854510,10.727830
KELT_N02_lc_022206_V01_east,N02,east,raw,V01,37.30775,23.46694,10.388,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.400653,0.047675,10.391830,0.048485,1791,17,0.009492,0.008770,3580.682083,0.090400,9.952000,10.997620
KELT_N02_lc_022206_V01_east,N02,west,raw,V01,37.30775,23.46694,10.216,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.234489,0.043129,10.225165,0.044127,602,2,0.003322,0.009335,3457.664913,0.076780,10.173520,10.859170
KELT_N02_lc_028360_V01_east,N02,east,raw,V01,30.38833,23.39515,10.758,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.770624,0.030068,10.764105,0.030767,1792,13,0.007254,0.006235,1124.927520,0.071940,10.676970,11.104200
KELT_N02_lc_028360_V01_east,N02,west,raw,V01,30.38833,23.39515,10.888,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.916593,0.048371,10.905460,0.049637,602,4,0.006645,0.016180,2301.032260,0.124120,10.820350,11.422150
KELT_N02_lc_023623_V01_east,N02,east,raw,V01,26.86750,21.40976,10.925,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.917986,0.043718,10.914085,0.043892,1792,7,0.003906,0.021810,1884.549994,0.120270,10.800700,11.419910
KELT_N02_lc_028395_V01_east,N02,east,raw,V01,34.53106,19.90067,9.831,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,9.874599,0.084521,9.854515,0.086875,1790,17,0.009497,0.014430,24973.817048,0.161950,9.170280,11.160230
KELT_N02_lc_028395_V01_east,N02,west,raw,V01,34.53106,19.90067,10.134,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.147838,0.041003,10.142335,0.041371,602,2,0.003322,0.015310,3192.618765,0.098870,10.073880,10.674870
KELT_N02_lc_024347_V01_east,N02,east,raw,V01,21.77020,25.43753,10.678,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.678227,0.037232,10.673095,0.037584,1792,11,0.006138,0.007815,2287.309283,0.072370,10.381290,11.262590
KELT_N02_lc_024347_V01_east,N02,west,raw,V01,21.77020,25.43753,10.545,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.584188,0.072322,10.571225,0.073476,602,5,0.008306,0.014945,10600.219111,0.099890,10.517430,11.817750
KELT_N02_lc_029901_V01_east,N02,east,raw,V01,28.29246,28.81941,10.251,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.268921,0.032542,10.262330,0.033203,1792,16,0.008929,0.010265,4058.232671,0.064460,10.224150,10.719560
KELT_N02_lc_029901_V01_east,N02,west,raw,V01,28.29246,28.81941,10.306,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.340262,0.044949,10.326860,0.046908,602,3,0.004983,0.015575,7403.693878,0.117280,10.286360,10.768820
KELT_N02_lc_030710_V01_east,N02,west,raw,V01,43.84386,27.72172,10.993,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.998478,0.035925,10.993635,0.036251,602,7,0.011628,0.008900,1347.537199,0.067930,10.722530,11.329340
KELT_N02_lc_021146_V01_east,N02,east,raw,V01,19.11451,23.58916,10.996,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.997640,0.020123,10.998255,0.020133,1792,5,0.002790,0.006370,324.827434,0.036670,10.708060,11.500090
KELT_N02_lc_021146_V01_east,N02,west,raw,V01,19.11451,23.58916,10.840,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.882583,0.064037,10.868755,0.065515,602,4,0.006645,0.019905,6234.248452,0.140030,10.807460,11.566120
KELT_N02_lc_023890_V01_east,N02,east,raw,V01,35.02010,30.18806,10.064,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.079784,0.016334,10.075610,0.016859,1792,13,0.007254,0.005265,1465.531315,0.035390,10.049640,10.287200
KELT_N02_lc_023890_V01_east,N02,west,raw,V01,35.02010,30.18806,10.167,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.177242,0.021928,10.173560,0.022235,602,2,0.003322,0.012355,1978.026565,0.071800,10.131520,10.297620
KELT_N02_lc_032516_V01_east,N02,east,raw,V01,35.31170,23.42514,10.461,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.455636,0.106894,10.450795,0.107003,1790,12,0.006704,0.037895,14247.350698,0.184360,9.041900,11.888390
KELT_N02_lc_032516_V01_east,N02,west,raw,V01,35.31170,23.42514,10.495,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.501869,0.045319,10.503980,0.045368,602,2,0.003322,0.028665,2820.068854,0.119010,10.413380,10.905590
KELT_N02_lc_033264_V01_east,N02,east,raw,V01,25.41195,30.04709,9.761,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,9.771114,0.014010,9.767910,0.014372,1792,4,0.002232,0.004090,1682.751827,0.028980,9.739860,10.164720
KELT_N02_lc_033264_V01_east,N02,west,raw,V01,25.41195,30.04709,9.689,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,9.700024,0.037991,9.695315,0.038282,602,1,0.001661,0.009480,14681.098358,0.060740,9.658400,10.509880
KELT_N02_lc_040954_V01_east,N02,east,raw,V01,40.01117,39.83549,10.820,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.849945,0.051516,10.847755,0.051563,1792,5,0.002790,0.028525,3247.968917,0.151800,10.341770,11.344810
KELT_N02_lc_040954_V01_east,N02,west,raw,V01,40.01117,39.83549,10.800,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.784434,0.040562,10.783660,0.040569,602,1,0.001661,0.027745,2245.100575,0.119560,10.648310,11.021300
KELT_N02_lc_041864_V01_east,N02,east,raw,V01,36.86636,31.79951,9.253,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,9.259588,0.005533,9.258060,0.005741,1792,7,0.003906,0.002010,739.580053,0.015080,9.249060,9.309810
KELT_N02_lc_041864_V01_east,N02,west,raw,V01,36.86636,31.79951,9.690,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,9.698957,0.016798,9.695020,0.017254,602,0,0.000000,0.009275,2578.070344,0.054460,9.660000,9.765150
KELT_N02_lc_041988_V01_east,N02,east,raw,V01,32.85546,31.52656,10.037,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.051583,0.017113,10.047670,0.017555,1792,14,0.007812,0.006070,1724.767731,0.041960,9.991930,10.234520
KELT_N02_lc_041988_V01_east,N02,west,raw,V01,32.85546,31.52656,10.198,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.211758,0.029022,10.204650,0.029881,601,4,0.006656,0.010670,3367.498436,0.074590,10.163530,10.445720
KELT_N02_lc_044986_V01_east,N02,east,raw,V01,19.63569,43.28174,10.751,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.765923,0.103631,10.754905,0.104215,1792,4,0.002232,0.009180,144097.586110,0.078210,10.703360,14.542760
KELT_N02_lc_044986_V01_east,N02,west,raw,V01,19.63569,43.28174,10.571,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.564467,0.056641,10.562150,0.056688,571,2,0.003503,0.010130,3375.835106,0.055590,9.395220,10.875330
KELT_N02_lc_037602_V01_east,N02,east,raw,V01,21.57635,43.45810,10.132,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.143405,0.023681,10.140875,0.023816,1792,11,0.006138,0.007335,3650.683348,0.040270,9.795250,10.595370
KELT_N02_lc_037602_V01_east,N02,west,raw,V01,21.57635,43.45810,10.120,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.142073,0.055657,10.128905,0.057197,574,4,0.006969,0.017445,9061.129316,0.113000,10.070180,10.730790
KELT_N02_lc_038541_V01_east,N02,east,raw,V01,25.16477,43.29675,10.112,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.124648,0.024954,10.120830,0.025245,1792,11,0.006138,0.005600,1572.582395,0.037800,10.089260,10.814340
KELT_N02_lc_038541_V01_east,N02,west,raw,V01,25.16477,43.29675,9.851,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,9.870570,0.051643,9.859340,0.052852,601,5,0.008319,0.014750,11042.577816,0.108630,9.807260,10.401730
KELT_N02_lc_038846_V01_east,N02,east,raw,V01,28.31292,40.72516,9.316,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,9.321987,0.007863,9.320175,0.008069,1792,8,0.004464,0.002155,771.800666,0.015120,9.311080,9.464960
KELT_N02_lc_038846_V01_east,N02,west,raw,V01,28.31292,40.72516,9.916,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,9.937900,0.056433,9.926885,0.057500,602,2,0.003322,0.013275,15140.380186,0.108130,9.880530,10.936040
KELT_N02_lc_049662_V01_east,N02,east,raw,V01,21.94488,40.33540,10.861,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.883136,0.047937,10.874490,0.048711,1792,12,0.006696,0.011065,4381.518355,0.078970,10.746730,11.610240
KELT_N02_lc_049662_V01_east,N02,west,raw,V01,21.94488,40.33540,10.894,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.904582,0.044497,10.899835,0.044750,604,1,0.001656,0.005725,3731.860167,0.033570,10.876950,11.945150
KELT_N02_lc_060222_V01_east,N02,east,raw,V01,21.53492,34.57909,10.247,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.264634,0.043646,10.258450,0.044082,1792,6,0.003348,0.005640,5707.728872,0.041000,10.223890,11.466940
KELT_N02_lc_060222_V01_east,N02,west,raw,V01,21.53492,34.57909,10.340,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.363979,0.041396,10.354040,0.042574,601,6,0.009983,0.011640,4186.829941,0.096980,10.310460,10.888170
KELT_N02_lc_070674_V01_east,N02,west,raw,V01,28.09250,37.42966,10.981,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.995107,0.026242,10.990185,0.026700,602,5,0.008306,0.009025,1102.870743,0.057520,10.961310,11.312030
KELT_N02_lc_070772_V01_east,N02,east,raw,V01,29.42658,37.66723,10.680,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.697407,0.027292,10.692110,0.027801,1792,12,0.006696,0.005830,2006.561035,0.040830,10.664470,11.351630
KELT_N02_lc_070772_V01_east,N02,west,raw,V01,29.42658,37.66723,10.603,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.617729,0.033818,10.609445,0.034819,602,7,0.011628,0.008600,2801.149638,0.061390,10.580380,10.974510
KELT_N02_lc_070813_V01_east,N02,east,raw,V01,23.19614,35.84226,10.292,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.306440,0.025323,10.302015,0.025707,1792,10,0.005580,0.005645,1960.101198,0.037580,10.258970,10.791650
KELT_N02_lc_070813_V01_east,N02,west,raw,V01,23.19614,35.84226,10.357,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.381660,0.046042,10.370480,0.047382,601,5,0.008319,0.011410,4903.829665,0.100620,10.326300,11.034090
KELT_N02_lc_070837_V01_east,N02,west,raw,V01,34.46851,40.55021,10.918,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.918707,0.017482,10.915860,0.017712,603,6,0.009950,0.004300,430.401863,0.029280,10.867530,11.097440
KELT_N02_lc_054315_V01_east,N02,east,raw,V01,35.01309,32.31659,10.650,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.663610,0.021646,10.659955,0.021953,1792,15,0.008371,0.007555,1117.391105,0.046220,10.579070,10.921400
KELT_N02_lc_054315_V01_east,N02,west,raw,V01,35.01309,32.31659,10.772,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.783457,0.028116,10.776185,0.029042,602,3,0.004983,0.011765,1313.745061,0.085470,10.735770,10.998900
KELT_N02_lc_062957_V01_east,N02,east,raw,V01,19.31879,39.48022,10.895,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.911109,0.073397,10.900825,0.074114,1792,7,0.003906,0.009580,17511.282299,0.084370,10.793390,13.164590
KELT_N02_lc_062957_V01_east,N02,west,raw,V01,19.31879,39.48022,10.997,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.996682,0.023781,10.994735,0.023861,604,2,0.003311,0.004775,413.107171,0.030770,10.912210,11.468950
KELT_N02_lc_051241_V01_east,N02,east,raw,V01,37.57069,33.83217,9.927,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,9.937111,0.011308,9.934405,0.011627,1792,10,0.005580,0.004185,922.430687,0.026500,9.905980,10.057500
KELT_N02_lc_051241_V01_east,N02,west,raw,V01,37.57069,33.83217,10.116,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.124532,0.022288,10.119390,0.022874,602,2,0.003322,0.010700,2051.890077,0.068050,10.079860,10.289820
KELT_N02_lc_058234_V01_east,N02,east,raw,V01,25.66970,38.51593,10.936,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.950188,0.034867,10.944600,0.035312,1792,9,0.005022,0.008705,1569.781470,0.052010,10.890950,11.799760
KELT_N02_lc_058234_V01_east,N02,west,raw,V01,25.66970,38.51593,10.959,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.959147,0.033156,10.955980,0.033307,603,3,0.004975,0.009010,705.729441,0.054750,10.359930,11.153290
KELT_N02_lc_060509_V01_east,N02,east,raw,V01,21.92586,31.96492,10.615,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.624008,0.037034,10.618270,0.037476,1792,9,0.005022,0.007530,3092.144254,0.055820,10.550790,11.372890
KELT_N02_lc_060509_V01_east,N02,west,raw,V01,21.92586,31.96492,10.565,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.586407,0.033794,10.577370,0.034983,601,3,0.004992,0.012110,2578.785017,0.090060,10.538270,10.932030
KELT_N02_lc_063157_V01_east,N02,east,raw,V01,39.69279,33.41750,10.504,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.517219,0.027911,10.512455,0.028314,1792,17,0.009487,0.008055,2407.811405,0.049740,10.467840,10.797320
KELT_N02_lc_063157_V01_east,N02,west,raw,V01,39.69279,33.41750,10.675,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.676363,0.025339,10.670625,0.025981,602,2,0.003322,0.008860,1261.755308,0.070930,10.563020,10.953770
KELT_N02_lc_071658_V01_east,N02,east,raw,V01,39.57667,37.72521,10.182,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.200046,0.022667,10.195540,0.023111,1792,15,0.008371,0.005585,1952.506790,0.039290,10.166590,10.596890
KELT_N02_lc_071658_V01_east,N02,west,raw,V01,39.57667,37.72521,10.228,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.239953,0.038105,10.232645,0.038801,602,4,0.006645,0.010115,4192.122731,0.068060,10.165450,10.684880
KELT_N02_lc_060639_V01_east,N02,east,raw,V01,28.72414,40.70252,9.946,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,9.958103,0.019500,9.954410,0.019847,1792,7,0.003906,0.003905,1296.150366,0.027780,9.931390,10.323250
KELT_N02_lc_060639_V01_east,N02,west,raw,V01,28.72414,40.70252,9.998,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.022524,0.053447,10.010750,0.054730,602,4,0.006645,0.012525,11057.402203,0.094510,9.964060,10.827220
KELT_N02_lc_066747_V01_east,N02,east,raw,V01,19.34773,31.74348,10.174,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.187505,0.029221,10.182340,0.029674,1790,14,0.007821,0.008155,2539.210508,0.053540,10.102960,10.678950
KELT_N02_lc_066747_V01_east,N02,west,raw,V01,19.34773,31.74348,10.147,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.168487,0.040984,10.159130,0.042040,601,5,0.008319,0.013850,4842.463570,0.101510,10.110140,10.679410
KELT_N02_lc_071884_V01_east,N02,west,raw,V01,27.78809,38.02208,10.420,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.441830,0.044896,10.438330,0.045033,602,4,0.006645,0.017185,5609.705131,0.111300,10.342620,10.937190
KELT_N02_lc_071902_V01_east,N02,east,raw,V01,38.39148,31.40693,10.849,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.869035,0.035115,10.862295,0.035757,1792,22,0.012277,0.009105,2133.803630,0.070360,10.807830,11.214900
KELT_N02_lc_071902_V01_east,N02,west,raw,V01,38.39148,31.40693,10.900,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.905199,0.030172,10.898155,0.030985,602,3,0.004983,0.011790,1199.116631,0.088330,10.854690,11.155400
KELT_N02_lc_071917_V01_east,N02,east,raw,V01,23.02850,34.79754,10.341,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.361895,0.032047,10.356110,0.032565,1792,11,0.006138,0.005930,3432.872247,0.046020,10.319260,11.068890
KELT_N02_lc_072082_V01_east,N02,west,raw,V01,34.64982,40.27848,10.977,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.977452,0.011381,10.975470,0.011552,605,6,0.009917,0.003300,167.596322,0.021270,10.955980,11.105090
KELT_N02_lc_072290_V01_east,N02,east,raw,V01,40.38515,34.51735,10.979,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.989291,0.062937,10.982185,0.063337,1792,7,0.003906,0.016720,2944.559618,0.099190,10.484230,12.457240
KELT_N02_lc_072290_V01_east,N02,west,raw,V01,40.38515,34.51735,10.490,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.489070,0.060900,10.484525,0.061069,602,3,0.004983,0.031225,6577.608718,0.152440,10.359030,11.180510
